title,gener,year,rating,duration,directors,writers,lead_actors,release_date,locations,user_reviews,critic_reviews,meta_score,url
Losing It,Drama,2019,,,Audrey Diwan,"Marcia Romano,Céline Sallette","Pio Marmaï,Céline Sallette,Carole Franck","April 24, 2019 (France)",Ciné+,1,,,https://www.imdb.com/title/tt8110662/?ref_=adv_li_tt
Money,"Crime,Drama",2019,,,Noo-ri Park,,"Ryu Jun-Yeol,Yoo Ji-tae,Woo-jin Jo","March 22, 2019 (United States)",,2,,,https://www.imdb.com/title/tt6890618/?ref_=adv_li_tt
The World We Make,Drama,2019,PG,1h 48m,Brian Baugh,"Chris Dowling,Rose Reid","Caleb Castille,Rose Reid,Kevin Sizemore","July 27, 2019 (Netherlands)",,32,,,https://www.imdb.com/title/tt7643622/?ref_=adv_li_tt
Aleta: Vampire Mistress,"Action,Fantasy,Horror",2019,Unrated,1h 29m,Phil Condit,"Ange Maya,Tom Cochran","Ange Maya,Tom Cochran,Beau Nelson","February 8, 2019 (United States)",,10,,,https://www.imdb.com/title/tt1514044/?ref_=adv_li_tt
Tales from the Lodge,"Comedy,Horror",2019,,,Abigail Blackmore,Dustin Demri-Burns,"Mackenzie Crook,Dustin Demri-Burns,Laura Fraser","October 25, 2019 (United Kingdom)",,28,,,https://www.imdb.com/title/tt4522922/?ref_=adv_li_tt
Ek Ladki Ko Dekha Toh Aisa Laga,"Comedy,Crime,Drama",2019,,,Shelly Chopra Dhar,"Gazal Dhaliwal,Anil Kapoor","Sonam Kapoor,Anil Kapoor,Rajkummar Rao","February 1, 2019 (United States)",Vinod Chopra Productions,115,,,https://www.imdb.com/title/tt8108164/?ref_=adv_li_tt
Falaknuma Das,"Action,Thriller",2019,Not Rated,2h 25m,Vishwak Sen,Ajay,"Aakash,Ajay,Sunjit Akkinepalli","May 30, 2019 (United States)",Vishwak Sen Cinemas,21,,,https://www.imdb.com/title/tt9799984/?ref_=adv_li_tt
A Regular Woman,"Crime,Drama",2019,Not Rated,1h 30m,Sherry Hormann,"Matthias Deiß,Rauand Taleb","Almila Bagriacik,Rauand Taleb,Merve Aksoy","May 9, 2019 (Germany)",Norddeutscher Rundfunk (NDR),12,,,https://www.imdb.com/title/tt9248340/?ref_=adv_li_tt
The Nightmare Gallery,"Drama,Horror,Thriller",2019,Not Rated,1h 34m,Gene Blalock,,"Amber Benson,Kevin Chamberlin,Mat Devine","June 18, 2019 (United States)",,45,,,https://www.imdb.com/title/tt6967644/?ref_=adv_li_tt
Some Beasts,Thriller,2019,,,Jorge Riquelme Serrano,"Jorge Riquelme Serrano,Consuelo Carreño","Paulina García,Consuelo Carreño,Millaray Lobos","April 20, 2022 (France)",,1,,,https://www.imdb.com/title/tt8278754/?ref_=adv_li_tt
Son of a Rich,Comedy,2019,Not Rated,1h 49m,Klim Shipenko,"Anton Morozenko,Vadim Demchog","Milos Bikovic,Vadim Demchog,Ivan Okhlobystin","November 24, 2019 (United States)",KIT Film Studio,17,,,https://www.imdb.com/title/tt11418452/?ref_=adv_li_tt
Adan,"Drama,Thriller",2019,,,Roman Perez Jr.,"Gin De Mesa,Cindy Miranda","Rhen Escano,Cindy Miranda,Bembol Roco","November 20, 2019 (Philippines)",ImaginePerSecond,5,,,https://www.imdb.com/title/tt11177606/?ref_=adv_li_tt
Como Caído Del Cielo,"Comedy,Drama,Musical",2019,TV-14,1h 52m,José Pepe Bojórquez,"Alfredo Felix-Diaz,Ana Claudia Talancón","Omar Chaparro,Ana Claudia Talancón,Stephanie Cayo","December 24, 2019 (United States)",Netflix,33,,,https://www.imdb.com/title/tt10946934/?ref_=adv_li_tt
Lihaaf: The Quilt,Drama,2019,,,Rahat Kazmi,,"Tannishtha Chatterjee,Sonal Sehgal,Veerendra Saxena","July 31, 2021 (India)",,2,,,https://www.imdb.com/title/tt8371204/?ref_=adv_li_tt
The End of the World,"Action,Crime,Drama",2019,,,Basil da Cunha,,"Lara Cristina Cardoso,Marco Joel Fernandes,Alexandre Da Costa Fonseca","September 17, 2020 (Portugal)",Thera Production,1,,,https://www.imdb.com/title/tt8790606/?ref_=adv_li_tt
Enormous,Comedy,2019,Not Rated,1h 38m,Sophie Letourneur,"Mathias Gavarry,Jonathan Cohen","Marina Foïs,Jonathan Cohen,Jacqueline Kakou","September 2, 2020 (France)",Memento Films,11,,,https://www.imdb.com/title/tt8076110/?ref_=adv_li_tt
The Fairy Princess & the Unicorn,"Animation,Adventure,Family",2019,,,Aina Järvine,"Federico Milella,Jeffrey Hylton,Jessica Webb","Madison Mullahey,Jessica Webb,Sara Petersen","August 4, 2020 (United States)",Telepool,7,,,https://www.imdb.com/title/tt7063304/?ref_=adv_li_tt
Noah Land,Drama,2019,,,Cenk Ertürk,Haluk Bilginer,"Ali Atay,Haluk Bilginer,Hande Dogandemir","March 6, 2020 (Turkey)",,20,,,https://www.imdb.com/title/tt8090580/?ref_=adv_li_tt
The Lift Boy,"Comedy,Drama",2019,TV-MA,1h 47m,Jonathan Augustin,"Ashish P. Verma,Nyla Masood","Moin Khan,Nyla Masood,Sagar Kale","January 18, 2019 (India)",,115,,,https://www.imdb.com/title/tt6937368/?ref_=adv_li_tt
Disco,Drama,2019,Not Rated,1h 34m,Jorunn Myklebust Syversen,,"Josefine Frida Pettersen,Jean Superbanan Andersen,Espen Reboli Bjerke","December 1, 2020 (United States)",,7,,,https://www.imdb.com/title/tt10864024/?ref_=adv_li_tt
The Parish,"Horror,Thriller",2019,,,David S. Hogan,Sanae Loutsis,"Angela DiMarco,Sanae Loutsis,Bill Oberst Jr.","March 16, 2021 (United States)",,37,,,https://www.imdb.com/title/tt7681186/?ref_=adv_li_tt
Gates of Darkness,"Drama,Horror,Mystery",2019,,,Don E. FauntLeRoy,"Lesley-Anne Down,Tobin Bell","Randy Shelly,Tobin Bell,John Savage",October 2019 (United States),,21,,,https://www.imdb.com/title/tt3859138/?ref_=adv_li_tt
Foxtrot Six,"Action,Drama,Sci-Fi",2019,TV-MA,1h 54m,Randy Korompis,Verdi Solaiman,"Oka Antara,Verdi Solaiman,Chicco Jerikho","March 6, 2020 (United States)",,58,,,https://www.imdb.com/title/tt8948208/?ref_=adv_li_tt
Black Widow,"Crime,Drama,Thriller",2019,,,Diederik Van Rooijen,,"Monic Hendrickx,Niels Gomperts,Sigrid ten Napel","November 18, 2019 (Netherlands)",,17,,,https://www.imdb.com/title/tt9272572/?ref_=adv_li_tt
Enemy Within,"Action,Drama,History",2019,TV-14,1h 49m,Gabriel Robertson,Kazuma Sano,"Joseph Naufahu,Kazuma Sano,Beulah Koale","April 19, 2019 (United States)",,15,,,https://www.imdb.com/title/tt6525952/?ref_=adv_li_tt
Wira,Action,2019,,,Adrian Teh,,"Hairul Azreen,Fify Azmi,Ismi Melinda","November 21, 2019 (Malaysia)",Astro Shaw,7,,,https://www.imdb.com/title/tt11194492/?ref_=adv_li_tt
Los lobos,Drama,2019,TV-14,1h 35m,Samuel Kishi,"Luis Briones,Maximiliano Nájar Márquez","Martha Reyes Arias,Maximiliano Nájar Márquez,Leonardo Nájar Márquez","June 10, 2021 (Mexico)",Cebolla Films,3,,,https://www.imdb.com/title/tt9057808/?ref_=adv_li_tt
Hemen Döneriz,Comedy,2019,,,Haydar Isik,,"Gökhan Mumcu,Murat Genç,Burak Satibol","November 29, 2019 (Turkey)",,,,,https://www.imdb.com/title/tt11358930/?ref_=adv_li_tt
Sagardwipey Jawker Dhan,Drama,2019,,,Sayantan Ghosal,,"Gaurav Chakrabarty,Parambrata Chattopadhyay,Koyel Mallick","December 6, 2019 (India)",,1,,,https://www.imdb.com/title/tt14773980/?ref_=adv_li_tt
The Madness Within,Thriller,2019,R,1h 37m,Hunter G. Williams,Edin Gali,"Hunter G. Williams,Edin Gali,Tessa Farrell","December 6, 2019 (United States)",,7,,,https://www.imdb.com/title/tt3921694/?ref_=adv_li_tt
Ham on Rye,"Drama,Mystery",2019,TV-14,1h 25m,Tyler Taormina,,"Haley Bodell,Audrey Boos,Gabriella Herrera","January 11, 2021 (United Kingdom)",,13,,,https://www.imdb.com/title/tt8529134/?ref_=adv_li_tt
Natasaarvabhowma,Action,2019,,,Pawan Wadeyar,Saroja Devi B.,"Puneeth Rajkumar,Saroja Devi B.,Anupama Parameswaran","February 7, 2019 (India)",,29,,,https://www.imdb.com/title/tt8785134/?ref_=adv_li_tt
118,"Action,Mystery,Thriller",2019,Not Rated,2h,K.V. Guhan,"Mirchi Kiran,Nivetha Thomas","Nandamuri Kalyan Ram,Nivetha Thomas,Shalini Pandey","March 1, 2019 (India)",,22,,,https://www.imdb.com/title/tt8660422/?ref_=adv_li_tt
Gangs of 18,"Action,Drama,Thriller",2019,Not Rated,2h 37m,Shankar Narayanan,"Shankar Ramakrishnan,Ahaana Krishna","Prithviraj Sukumaran,Ahaana Krishna,Manoj K. Jayan","July 18, 2019 (United States)",,66,,,https://www.imdb.com/title/tt7692434/?ref_=adv_li_tt
Finding Julia,"Drama,Mystery",2019,PG-13,1h 58m,Igor Sunara,"Andrew Craft,Andrew McCarthy","Ha Phuong,Andrew McCarthy,Richard Chamberlain","April 19, 2019 (United States)",,37,,,https://www.imdb.com/title/tt2160181/?ref_=adv_li_tt
The Body Remembers When the World Broke Open,Drama,2019,TV-MA,1h 45m,Kathleen Hepburn,"Elle-Máijá Tailfeathers,Elle-Máijá Tailfeathers,Elle-Máijá Tailfeathers","Violet Nelson,Elle-Máijá Tailfeathers,Charlie Hannah","November 29, 2019 (United States)",Violator Films,14,,,https://www.imdb.com/title/tt8230872/?ref_=adv_li_tt
Let's Scare Julie,"Horror,Mystery,Thriller",2019,Not Rated,1h 23m,Jud Cremata,Isabel May,"Troy Leigh-Anne Johnson,Isabel May,Odessa A’zion","October 2, 2020 (United States)",,58,,,https://www.imdb.com/title/tt8547768/?ref_=adv_li_tt
Secret Weapon,War,2019,,,Konstantin Statskiy,Evgeniy Antropov,"Maxim Animateka,Evgeniy Antropov,Nadezhda Antzipovich","July 7, 2020 (United States)",,7,,,https://www.imdb.com/title/tt10985590/?ref_=adv_li_tt
Swift,"Animation,Adventure,Comedy",2019,Not Rated,1h 30m,Andrea Block,"Christian Haas,Andrea Block,Willem Dafoe","Kate Winslet,Willem Dafoe,Josh Keaton","February 21, 2020 (United States)",,10,,,https://www.imdb.com/title/tt4153828/?ref_=adv_li_tt
A Son,Drama,2019,,,Mehdi Barsaoui,Najla Ben Abdallah,"Sami Bouajila,Najla Ben Abdallah,Youssef Khemiri","December 10, 2021 (United States)",13 Productions,4,,,https://www.imdb.com/title/tt10749760/?ref_=adv_li_tt
Madhuraraja,"Action,Comedy,Drama",2019,Not Rated,2h 27m,Vysakh,Jai,"Mammootty,Jai,Jagapathi Babu","April 12, 2019 (United States)",,63,,,https://www.imdb.com/title/tt8326824/?ref_=adv_li_tt
What Lies Ahead,Thriller,2019,R,1h 28m,Rob Gardner,Emma Dumont,"Rumer Willis,Emma Dumont,Kelly Blatz","March 1, 2019 (United States)",,33,,,https://www.imdb.com/title/tt6009582/?ref_=adv_li_tt
Art of the Dead,Horror,2019,,,Rolfe Kanefsky,"Michael Mahal,Lainee Rhodes","Richard Grieco,Lainee Rhodes,Nick Ford","October 4, 2019 (United States)",Potato Eater Productions,34,,,https://www.imdb.com/title/tt7612032/?ref_=adv_li_tt
Beast Within,"Action,Adventure,Crime",2019,R,1h 20m,Christopher D. Green,"Steven Morana,Rudy Jahchan,Steven Morana","Colm Feore,Steven Morana,Holly Deveaux","September 8, 2020 (United States)",Little Axe Productions,5,,,https://www.imdb.com/title/tt2279025/?ref_=adv_li_tt
Beshoot,"Action,Drama,War",2019,,,Ivan Tymchenko,"Ivan Tymchenko,Oleg Drach","Sergey Detyuk,Oleg Drach,Sergey Dzyalik","January 2, 2022 (United States)",,5,,,https://www.imdb.com/title/tt10276554/?ref_=adv_li_tt
Eeb Allay Ooo!,"Comedy,Drama",2019,,,Prateek Vats,"Shubham,Mahender Nath","Shardul Bharadwaj,Mahender Nath,Nutan Sinha","December 18, 2020 (India)",,33,,,https://www.imdb.com/title/tt9343754/?ref_=adv_li_tt
Baumbacher Syndrome,"Comedy,Drama",2019,,,Gregory Kirchhoff,Ingvild Deila,"László Branko Breiding,Ingvild Deila,Elit Iscan","January 20, 2021 (Germany)",,2,,,https://www.imdb.com/title/tt9409448/?ref_=adv_li_tt
One Day: Justice Delivered,"Action,Crime,Thriller",2019,,,Ashok Nanda,Kumud Mishra,"Anupam Kher,Kumud Mishra,Esha Gupta","July 5, 2019 (India)",Netrix Entertainment,62,,,https://www.imdb.com/title/tt8130558/?ref_=adv_li_tt
Don't Look Down,"Drama,Thriller",2019,,,Olivier Ducastel,"Jacques Martineau,Jacques Martineau,Geoffrey Couët","Manika Auxire,Geoffrey Couët,Simon Frenay","August 21, 2019 (France)",,2,,,https://www.imdb.com/title/tt10608632/?ref_=adv_li_tt
Miracle in East Texas,Drama,2019,PG,1h 40m,Kevin Sorbo,John Ratzenberger,"Louis Gossett Jr.,John Ratzenberger,Kevin Sorbo","February 14, 2022 (United States)",,,,,https://www.imdb.com/title/tt8531464/?ref_=adv_li_tt
Fire Will Come,"Crime,Drama",2019,,,Oliver Laxe,"Oliver Laxe,Benedicta Sánchez","Amador Arias,Benedicta Sánchez,Inazio Abrao","October 30, 2020 (United States)",Axencia Galega das Industrias Culturais (AGADIC),11,,,https://www.imdb.com/title/tt8212958/?ref_=adv_li_tt
There Is a Japanese Woman in My Room,Romance,2019,,,DjMao,,,"February 15, 2019 (South Korea)",,,,,https://www.imdb.com/title/tt12587454/?ref_=adv_li_tt
Being Leonardo Da Vinci,"Drama,History,Mystery",2019,,,Massimiliano Finazzer Flory,Massimiliano Finazzer Flory,"Silvia Carusillo,Massimiliano Finazzer Flory,Gianni Quillico","May 2, 2019 (Italy)",,4,,,https://www.imdb.com/title/tt9788956/?ref_=adv_li_tt
Rumah Kentang: The Beginning,"Drama,Horror,Mystery",2019,,,Rizal Mantovani,,"Luna Maya,Christian Sugiono,Jajang C. Noer","November 21, 2019 (Indonesia)",,6,,,https://www.imdb.com/title/tt10340748/?ref_=adv_li_tt
No Longer Human,"Biography,Drama,Thriller",2019,,,Mika Ninagawa,,"Yûdai Chiba,Tatsuya Fujiwara,Kengo Kôra","September 13, 2019 (Japan)",,2,,,https://www.imdb.com/title/tt10065976/?ref_=adv_li_tt
Rot,"Drama,Horror",2019,TV-MA,1h 32m,Andrew Merrill,,"Kris Alexandrea,Kris Ann Russell,Linda Burzynski","November 18, 2020 (United States)",,23,,,https://www.imdb.com/title/tt10413374/?ref_=adv_li_tt
Eat Brains Love,"Comedy,Horror,Romance",2019,,,Rodman Flender,"David Strauss,Angelique Rivera","Jake Cannavale,Angelique Rivera,Sarah Yarkin","February 14, 2020 (United States)",Sandman Studios,13,,,https://www.imdb.com/title/tt7262846/?ref_=adv_li_tt
Hababam Sinifi Yeniden,Comedy,2019,,,Doga Can Anafarta,"Ayse Balibey Tanil,Toygan Avanoglu","Altan Erkekli,Toygan Avanoglu,Hande Katipoglu","April 5, 2019 (Turkey)",,17,,,https://www.imdb.com/title/tt8941422/?ref_=adv_li_tt
MBF: Man's Best Friend,"Drama,Family,War",2019,,,Anthony Hornus,Garry Nation,"DJ Perry,Garry Nation,Melissa Anschutz","October 28, 2019 (United States)",,43,,,https://www.imdb.com/title/tt7403772/?ref_=adv_li_tt
Along Came the Devil 2,"Horror,Thriller",2019,,,Jason DeVan,Bruce Davison,"Laura Wiggins,Bruce Davison,Mark Ashworth","October 11, 2019 (United States)",,22,,,https://www.imdb.com/title/tt9652888/?ref_=adv_li_tt
My Dog Stupid,Comedy,2019,,,Yvan Attal,"Dean Craig,Charlotte Gainsbourg","Yvan Attal,Charlotte Gainsbourg,Eric Ruf","July 31, 2020 (United States)",Good Time Production,12,,,https://www.imdb.com/title/tt10143498/?ref_=adv_li_tt
Hearts and Bones,Drama,2019,,,Ben Lawrence,"Ben Lawrence,Andrew Luri","Hugo Weaving,Andrew Luri,Hayley McElhinney","May 6, 2020 (Australia)",,18,,,https://www.imdb.com/title/tt8689644/?ref_=adv_li_tt
Imperfect,"Comedy,Drama,Family",2019,TV-PG,1h 53m,Ernest Prakasa,,"Jessica Mila,Reza Rahadian,Yasmin Napper","December 19, 2019 (Indonesia)",,13,,,https://www.imdb.com/title/tt10932100/?ref_=adv_li_tt
Teri Meri Jodi,Drama,2019,,,Aditya Sood,King Chouhan,,"September 13, 2019 (United States)",,4,,,https://www.imdb.com/title/tt10948314/?ref_=adv_li_tt
The Best Is Yet to Come,"Comedy,Drama",2019,,,Alexandre de La Patellière,"Matthieu Delaporte,Alexandre de La Patellière,Patrick Bruel","Fabrice Luchini,Patrick Bruel,Zineb Triki","December 4, 2019 (France)",M6 Films,4,,,https://www.imdb.com/title/tt9284430/?ref_=adv_li_tt
Beyond the Line,War,2019,TV-MA,1h 18m,Jason Mills,Jackson Berlin,"Chris Walters,Jackson Berlin,Darren Andrichuk","June 28, 2019 (United States)",,25,,,https://www.imdb.com/title/tt9866208/?ref_=adv_li_tt
Skin in the Game,Thriller,2019,,,Adisa,"Steven Palmer Peterson,Iyana Halley","Samantha Hanratty,Iyana Halley,Gail Bean","March 27, 2019 (United States)",,9,,,https://www.imdb.com/title/tt6141886/?ref_=adv_li_tt
Cleo,Drama,2019,,,Eva Cools,,"Anna Franziska Jaeger,Roy Aernouts,Martha Canga Antonio","November 27, 2019 (Belgium)",,1,,,https://www.imdb.com/title/tt7933442/?ref_=adv_li_tt
The Old Man: The Movie,"Animation,Comedy",2019,,,Oskar Lehemaa,"Mikk Mägi,Mikk Mägi,Reio Blond","Märt Avandi,Reio Blond,Meriiyn Elge","September 27, 2019 (Estonia)",,4,,,https://www.imdb.com/title/tt11020466/?ref_=adv_li_tt
Golden Youth,Drama,2019,,,Eva Ionesco,"Simon Liberati,Melvil Poupaud","Isabelle Huppert,Melvil Poupaud,Galatéa Bellugi","January 16, 2019 (France)",Diligence Films,1,,,https://www.imdb.com/title/tt7893416/?ref_=adv_li_tt
Habitual,Horror,2019,TV-MA,1h 35m,Johnny Hickey,,"Brittany Baldi,Katie Berner,Stanley Bruno","November 13, 2020 (United States)",,12,,,https://www.imdb.com/title/tt10847812/?ref_=adv_li_tt
Love & Debt,"Comedy,Drama",2019,,,Valerie Landsburg,Bellamy Young,"Tom Cavanagh,Bellamy Young,Brynn Thayer","September 21, 2019 (United States)",Gerlwerx,12,,,https://www.imdb.com/title/tt3221910/?ref_=adv_li_tt
The Baby Proposal,Romance,2019,,,Ryan Richmond,"Rachel Stuhler,Mike Merrill","Alexandra Chando,Mike Merrill,Elizabeth Braun","December 20, 2019 (Canada)",,4,,,https://www.imdb.com/title/tt10783168/?ref_=adv_li_tt
Drive,"Action,Crime,Thriller",2019,Not Rated,2h 27m,Tarun Mansukhani,Jacqueline Fernandez,"Sushant Singh Rajput,Jacqueline Fernandez,Vikramjeet Virk","November 1, 2019 (United States)",,340,,,https://www.imdb.com/title/tt6593054/?ref_=adv_li_tt
5Gang,"Action,Comedy",2019,,,Matei Dima,,"Andrei Selaru,5Gang,Diana Condurache","December 27, 2019 (Romania)",,58,,,https://www.imdb.com/title/tt11529348/?ref_=adv_li_tt
Freshman Year,Drama,2019,,,Jude Okwudiafor Johnson,"Toby Osborne,Gregory Alan Williams","Diallo Thompson,Gregory Alan Williams,Benjamin A. Onyango",August 2019 (United States),,14,,,https://www.imdb.com/title/tt8737124/?ref_=adv_li_tt
Three Days and a Life,"Crime,Drama,Thriller",2019,,,Nicolas Boukhrief,"Perrine Margaine,Pablo Pauly","Sandrine Bonnaire,Pablo Pauly,Charles Berling","September 18, 2019 (France)",France 3 Cinéma,11,,,https://www.imdb.com/title/tt10204366/?ref_=adv_li_tt
Portrait of Beauty,"Drama,Horror,Thriller",2019,,,Umur Turagay,,"Burçin Terzioglu,Birkan Sokullu,Melisa Senolsun","December 13, 2019 (Turkey)",CJ E&M Film Financing & Investment Entertainment & Comics,20,,,https://www.imdb.com/title/tt9520140/?ref_=adv_li_tt
Bullets of Justice,"Action,Comedy,Horror",2019,TV-MA,1h 19m,Valeri Milev,,"Danny Trejo,Timur Turisbekov,Doroteya Toleva","October 15, 2020 (United States)",,32,,,https://www.imdb.com/title/tt6421398/?ref_=adv_li_tt
Comali,Comedy,2019,Not Rated,2h 23m,Pradeep Ranganathan,"Pradeep Ranganathan,Kajal Aggarwal","Jayam Ravi,Kajal Aggarwal,Yogi Babu","August 14, 2019 (United States)",,44,,,https://www.imdb.com/title/tt10711648/?ref_=adv_li_tt
Before We Grow Old,Drama,2019,,,Thomas Moritz Helm,,"Paula Knüpling,Max Themak,Tala Gouveia","September 19, 2019 (Germany)",,10,,,https://www.imdb.com/title/tt9584972/?ref_=adv_li_tt
The Challenger Disaster,Drama,2019,Not Rated,1h 38m,Nathan VonMinden,Cameron Arnett,"Eric Hanson,Cameron Arnett,Gerald Brodin","January 25, 2019 (United States)",,46,,,https://www.imdb.com/title/tt7783966/?ref_=adv_li_tt
Maternal,Drama,2019,,,Maura Delpero,"Giacomo Durzi,Denise Carrizo","Lidiya Liberman,Denise Carrizo,Agustina Malale","December 12, 2019 (Argentina)",Rai Cinema,21,,,https://www.imdb.com/title/tt10658248/?ref_=adv_li_tt
Zana,"Drama,Mystery,Thriller",2019,TV-MA,1h 37m,Antoneta Kastrati,"Antoneta Kastrati,Astrit Kabashi","Adriana Matoshi,Astrit Kabashi,Fatmire Sahiti","June 12, 2020 (United States)",On Film Production,152,,,https://www.imdb.com/title/tt6463320/?ref_=adv_li_tt
Ready to Mingle,Comedy,2019,TV-MA,1h 35m,Luis Javier Henaine,"Alejandra Olvera Avila,Gabriela de la Garza","Cassandra Ciangherotti,Gabriela de la Garza,Irán Castillo","June 7, 2019 (Mexico)",,15,,,https://www.imdb.com/title/tt6736198/?ref_=adv_li_tt
Loophole,Drama,2019,,,Jenni Ivers,Gary Lee Vincent,,"February 5, 2019 (United States)",,40,,,https://www.imdb.com/title/tt6034774/?ref_=adv_li_tt
Black Licorice,Thriller,2019,,,Frankie Latina,,"Danny Trejo,Sasha Grey,Mark Borchardt","October 24, 2019 (United States)",Trejo 4.0 Pictures,,,,https://www.imdb.com/title/tt2780586/?ref_=adv_li_tt
Lie Exposed,Drama,2019,Not Rated,1h 33m,Jerry Ciccoritti,Megan Follows,"Benjamin Ayres,Megan Follows,Bruce Greenwood","September 25, 2020 (United States)",,10,,,https://www.imdb.com/title/tt8262686/?ref_=adv_li_tt
Light from Light,Drama,2019,Not Rated,1h 22m,Paul Harrill,Jim Gaffigan,"Marin Ireland,Jim Gaffigan,Josh Wiggins","November 1, 2019 (United States)",Ten Acre Films,21,,,https://www.imdb.com/title/tt9358160/?ref_=adv_li_tt
Hunting Season,"Comedy,Drama",2019,Not Rated,1h 32m,Tilde Harkamp,,"Mille Dinesen,Lærke Winther,Stephania Potalivo","October 3, 2019 (Denmark)",,5,,,https://www.imdb.com/title/tt10006270/?ref_=adv_li_tt
James vs. His Future Self,"Comedy,Drama,Sci-Fi",2019,Not Rated,1h 34m,Jeremy LaLonde,"Jeremy LaLonde,Daniel Stern","Jonas Chernick,Daniel Stern,Cleopatra Coleman","May 1, 2020 (United States)",Neophyte Productions,22,,,https://www.imdb.com/title/tt6739796/?ref_=adv_li_tt
Khandaani Shafakhana,"Comedy,Drama",2019,Not Rated,2h 16m,Shilpi Dasgupta,Badshah,"Sonakshi Sinha,Badshah,Varun Sharma","August 2, 2019 (United States)",T-Series,37,,,https://www.imdb.com/title/tt10519182/?ref_=adv_li_tt
That Is All,Drama,2019,,,Mark Weeden,Al Braatz,"Joel Ballanger,Al Braatz,Sara Hinding","June 8, 2021 (United States)",,4,,,https://www.imdb.com/title/tt9373782/?ref_=adv_li_tt
Sikander 2,Drama,2019,,,Manav Shah,"Dheeraj Rattan,Puru Nangla","Manjit Singh Gill,Puru Nangla,Abhimanue","August 2, 2019 (United States)",,4,,,https://www.imdb.com/title/tt9614428/?ref_=adv_li_tt
Creators: The Past,"Fantasy,Sci-Fi",2019,,,Piergiuseppe Zaia,"Piergiuseppe Zaia,Gérard Depardieu","William Shatner,Gérard Depardieu,Bruce Payne","October 8, 2020 (Italy)",,8,,,https://www.imdb.com/title/tt4124980/?ref_=adv_li_tt
Clarita,"Drama,Horror,Mystery",2019,,,Roderick Cabrido,,"Jodi Sta. Maria,Ricky Davao,Arron Villaflor","July 26, 2019 (United States)",Clever Minds,4,,,https://www.imdb.com/title/tt10405390/?ref_=adv_li_tt
2099: The Soldier Protocol,"Action,Sci-Fi",2019,,,Dee McLachlan,Jackson Gallagher,"David Arquette,Jackson Gallagher,Kendal Rae","October 22, 2019 (Australia)",,31,,,https://www.imdb.com/title/tt6437228/?ref_=adv_li_tt
Manmadhudu 2,"Comedy,Drama,Romance",2019,,,Rahul Ravindran,"Satyanand,Rakul Preet Singh","Nagarjuna Akkineni,Rakul Preet Singh,Vennela Kishore","August 8, 2019 (United States)",Keva Movies,12,,,https://www.imdb.com/title/tt10076106/?ref_=adv_li_tt
Rakshasudu,"Action,Crime,Thriller",2019,Not Rated,2h 2m,Ramesh Varma,"Sagar,Anupama Parameswaran","Sai Srinivas Bellamkonda,Anupama Parameswaran,Saravanan","August 1, 2019 (United States)",,17,,,https://www.imdb.com/title/tt10133300/?ref_=adv_li_tt
Fish School 2,Animation,2019,,,Izzy Clarke,,"Joonas Bridge,Jo Davis,Sarah Kenny","September 10, 2019 (United States)",,,,,https://www.imdb.com/title/tt9013956/?ref_=adv_li_tt
Hanukkah,Horror,2019,,,Eben McGarr,Sid Haig,"Charles Fleischer,Sid Haig,Caroline Williams","December 26, 2019 (United States)",,6,,,https://www.imdb.com/title/tt2562146/?ref_=adv_li_tt
Test Pattern,"Drama,Thriller",2019,,,Shatara Michelle Ford,Will Brill,"Brittany S. Hall,Will Brill,Gail Bean","February 12, 2021 (United States)",,13,,,https://www.imdb.com/title/tt10121508/?ref_=adv_li_tt
Hard Night Falling,"Action,Crime,Drama",2019,R,1h 25m,Giorgio Bruno,"Giorgio Serafini,Hal Yamanouchi","Dolph Lundgren,Hal Yamanouchi,Natalie Burn","July 9, 2021 (Italy)",Explorer Entertainment,19,,,https://www.imdb.com/title/tt4059460/?ref_=adv_li_tt
Hombres de piel dura,Drama,2019,Not Rated,1h 36m,José Celestino Campusano,,"Wall Javier,Germán Tarantino,Claudio Medina","June 20, 2019 (Argentina)",,3,,,https://www.imdb.com/title/tt9859504/?ref_=adv_li_tt
Zombi Child,"Drama,Fantasy,Horror",2019,Not Rated,1h 43m,Bertrand Bonello,Wislanda Louimat,"Louise Labeque,Wislanda Louimat,Katiana Milfort","January 24, 2020 (United States)",Arte France Cinéma,16,,,https://www.imdb.com/title/tt9056192/?ref_=adv_li_tt
Hit-and-Run Squad,"Action,Crime",2019,,,Jun-hee Han,,"Kong Hyo-Jin,Ryu Jun-Yeol,Jo Jung-Suk","January 30, 2019 (South Korea)",,8,,,https://www.imdb.com/title/tt8119844/?ref_=adv_li_tt
Hacker,"Action,Family",2019,,,Poul Berg,,"Rumle Kærså,Josephine Højbjerg,Signe Egholm Olsen","March 28, 2019 (Denmark)",Toolbox Film,6,,,https://www.imdb.com/title/tt8243160/?ref_=adv_li_tt
Eftihia,"Biography,Drama,Music",2019,,,Angelos Frantzis,,"Karyofyllia Karabeti,Katia Goulioni,Pigmalion Dadakaridis","December 19, 2019 (Greece)",Phase2Films Productions,19,,,https://www.imdb.com/title/tt10710246/?ref_=adv_li_tt
The Fighting Preacher,"Comedy,Drama,History",2019,PG,1h 40m,T.C. Christensen,Charley Boon,"David McConnell,Charley Boon,Kenna Dawn","July 24, 2019 (United States)",,13,,,https://www.imdb.com/title/tt9075778/?ref_=adv_li_tt
