title,gener,year,rating,duration,directors,writers,lead_actors,release_date,locations,user_reviews,critic_reviews,meta_score,url
My Missing Sister,Thriller,2022,TV-14,,Ben Meyerson,,"Kelly Sullivan,Mark Famiglietti,Grace Narducci","May 28, 2022 (United States)",,3,,,https://www.imdb.com/title/tt15319164/?ref_=adv_li_tt
Section Eight,"Action,Thriller",2022,,,Christian Sesma,"Josh Ridgway,Dermot Mulroney","Scott Adkins,Dermot Mulroney,Mickey Rourke","September 23, 2022 (United States)",,1,,,https://www.imdb.com/title/tt14950412/?ref_=adv_li_tt
The Ice Age Adventures of Buck Wild,"Animation,Adventure,Comedy",2022,PG,1h 22m,John C. Donkin,"William Schifrin,Sean Kenin","Utkarsh Ambudkar,Sean Kenin,Jake Green","January 28, 2022 (United States)",Blue Sky Studios,270,,,https://www.imdb.com/title/tt13634480/?ref_=adv_li_tt
Alone Together,"Drama,Romance",2022,R,1h 33m,Katie Holmes,Jim Sturgess,"Katie Holmes,Jim Sturgess,Derek Luke","July 29, 2022 (United States)",SSS Entertainment,9,,,https://www.imdb.com/title/tt14584284/?ref_=adv_li_tt
Anything's Possible,Romance,2022,PG-13,1h 36m,Billy Porter,Abubakr Ali,"Eva Reign,Abubakr Ali,Courtnee Carter","July 22, 2022 (United States)",Killer Films,19,,,https://www.imdb.com/title/tt11464446/?ref_=adv_li_tt
Crawlspace,Thriller,2022,R,1h 30m,L. Gustavo Cooper,Bradley Stryker,"Henry Thomas,Bradley Stryker,C. Ernst Harth","March 31, 2022 (United States)",Front Street Pictures,13,,,https://www.imdb.com/title/tt14394620/?ref_=adv_li_tt
The Pale Blue Eye,"Crime,Horror,Mystery",2022,R,,Scott Cooper,,"Christian Bale,Lucy Boynton,Gillian Anderson",2022 (United States),Streamline Global Group,,,,https://www.imdb.com/title/tt14138650/?ref_=adv_li_tt
The Wrath of God,"Drama,Thriller",2022,TV-MA,1h 37m,Sebastián Schindel,"Guillermo Martínez,Diego Peretti","Macarena Achaga,Diego Peretti,Mónica Antonópulos","June 15, 2022 (United States)",,45,,,https://www.imdb.com/title/tt15189534/?ref_=adv_li_tt
Moonshot,"Comedy,Romance,Sci-Fi",2022,PG-13,1h 44m,Christopher Winterbauer,Zach Braff,"Cole Sprouse,Zach Braff,Peter Woodward","March 31, 2022 (United States)",Good Universe,70,,,https://www.imdb.com/title/tt12585076/?ref_=adv_li_tt
The Stranger,"Crime,Drama,Thriller",2022,,,Thomas M. Wright,,"Joel Edgerton,Sean Harris,Ewen Leslie","October 27, 2022 (Netherlands)",Rocket Science,5,,,https://www.imdb.com/title/tt11897478/?ref_=adv_li_tt
Poor Things,"Romance,Sci-Fi",2022,,,Yorgos Lanthimos,"Tony McNamara,Emma Stone","Margaret Qualley,Emma Stone,Mark Ruffalo",2023 (United States),,,,,https://www.imdb.com/title/tt14230458/?ref_=adv_li_tt
The Wonder,"Drama,Mystery,Thriller",2022,,,Sebastián Lelio,,"Florence Pugh,Ciarán Hinds,Niamh Algar",2022 (United States),House Productions,,,,https://www.imdb.com/title/tt9288822/?ref_=adv_li_tt
Heaven,"Crime,Mystery,Thriller",2022,,,Unni Govindraj,"P.S. Subramanian,Alencier Ley Lopez","Suraj Venjaramoodu,Alencier Ley Lopez,Sudheesh","June 17, 2022 (India)",,27,,,https://www.imdb.com/title/tt20115138/?ref_=adv_li_tt
Anek,"Action,Drama,Thriller",2022,,,Anubhav Sinha,"Yash Keswani,Andrea Kevichüsa","Ayushmann Khurrana,Andrea Kevichüsa,Farhad Afzal Afridi","May 27, 2022 (India)",,175,,,https://www.imdb.com/title/tt13919802/?ref_=adv_li_tt
Brazen,"Crime,Drama,Mystery",2022,TV-14,1h 34m,Monika Mitchell,"Edithe Swensen,Sam Page","Alyssa Milano,Sam Page,Malachi Weir","January 13, 2022 (United States)",,381,,,https://www.imdb.com/title/tt13978306/?ref_=adv_li_tt
Dangerous Liaisons,"Drama,Romance",2022,TV-MA,1h 49m,Rachel Suissa,"Choderlos de Laclos,Simon Rérolle","Paola Locatelli,Simon Rérolle,Ella Pellegrini","July 8, 2022 (United States)",,34,,,https://www.imdb.com/title/tt15548032/?ref_=adv_li_tt
The Takedown,"Action,Comedy,Crime",2022,TV-MA,1h 59m,Louis Leterrier,"Pierre Le Coz,Laurent Lafitte","Omar Sy,Laurent Lafitte,Izïa Higelin","May 6, 2022 (United States)",,42,,,https://www.imdb.com/title/tt13822738/?ref_=adv_li_tt
Sniper. The White Raven,"Drama,War",2022,R,1h 51m,Marian Bushan,"Mykola Voronin,Maryna Koshkina","Aldoshyn Pavlo,Maryna Koshkina,Andrey Mostrenko","August 24, 2022 (Ukraine)",,28,,,https://www.imdb.com/title/tt19465630/?ref_=adv_li_tt
Thor: God of Thunder,"Action,Fantasy",2022,Not Rated,1h 27m,Noah Luke,Vaune Suitt,"Myrom Kingery,Vaune Suitt,Vernon Wells","July 8, 2022 (United States)",,9,,,https://www.imdb.com/title/tt21053530/?ref_=adv_li_tt
Linoleum,"Comedy,Drama,Sci-Fi",2022,,,Colin West,,"Jim Gaffigan,Rhea Seehorn,Katelyn Nacon","March 12, 2022 (United States)",,2,,,https://www.imdb.com/title/tt13483866/?ref_=adv_li_tt
Nanny,"Horror,Thriller",2022,,,Nikyatu Jusu,,"Anna Diop,Michelle Monaghan,Sinqua Walls","November 23, 2022 (United States)",Stay Gold Features,3,,,https://www.imdb.com/title/tt10931784/?ref_=adv_li_tt
The Monkey King: The Legend Begins,Fantasy,2022,,,Soi Cheang,Chow Yun-Fat,"Donnie Yen,Chow Yun-Fat,Aaron Kwok","November 2, 2022 (United States)",,3,,,https://www.imdb.com/title/tt9692040/?ref_=adv_li_tt
Alcarràs,"Adventure,Drama",2022,,,Carla Simón,"Arnau Vilaró,Anna Otin","Jordi Pujol Dolcet,Anna Otin,Xènia Roset","April 29, 2022 (Spain)",Diputació de Lleida,5,,,https://www.imdb.com/title/tt11930126/?ref_=adv_li_tt
Wendell and Wild,"Animation,Adventure,Comedy",2022,PG-13,1h 45m,Henry Selick,"Jordan Peele,Keegan-Michael Key","Lyric Ross,Keegan-Michael Key,Jordan Peele",October 2022 (United States),Monkeypaw Productions,,,,https://www.imdb.com/title/tt5181830/?ref_=adv_li_tt
Ace,"Animation,Action,Adventure",2022,TV-Y7,2h 46m,Joshua Carter,,"Decker Bridge,Amy Escobedo,Jacob Flores","December 16, 2022 (United States)",,,,,https://www.imdb.com/title/tt21041876/?ref_=adv_li_tt
The Warriorr,"Action,Crime,Drama",2022,,,N. Linguswamy,"N. Linguswamy,Bharathiraja","Aadhi,Bharathiraja,Akshara Gowda","July 14, 2022 (India)",,25,,,https://www.imdb.com/title/tt14598638/?ref_=adv_li_tt
Nude Tuesday,"Comedy,Drama,Romance",2022,,,Armagan Ballantyne,"Armagan Ballantyne,Damon Herriman","Jackie van Beek,Damon Herriman,Jemaine Clement","June 11, 2022 (United States)",GoodThing Productions,14,,,https://www.imdb.com/title/tt14036602/?ref_=adv_li_tt
Night at the Museum: Kahmunrah Rises Again,"Animation,Adventure,Comedy",2022,,,Fergal Reilly,,"Owen Wilson,Skyler Gisondo,Rami Malek",2022 (United States),Fox Family Films,,,,https://www.imdb.com/title/tt13623880/?ref_=adv_li_tt
Liger,"Action,Drama,Romance",2022,,,Puri Jagannadh,"Prashant Pandey,Vijay Deverakonda","Mike Tyson,Vijay Deverakonda,Ananya Panday","August 25, 2022 (India)",Puri Connects,60,,,https://www.imdb.com/title/tt4435072/?ref_=adv_li_tt
A Christmas Story Christmas,"Comedy,Drama,Family",2022,,,Clay Kaytis,,"Erinn Hayes,Zack Ward,Peter Billingsley","November 4, 2022 (United States)",Legendary Entertainment,,,,https://www.imdb.com/title/tt17220704/?ref_=adv_li_tt
Gasoline Alley,"Action,Thriller",2022,R,1h 37m,Edward Drake,"Edward Drake,Luke Wilson","Bruce Willis,Luke Wilson,Devon Sawa","February 24, 2022 (United Arab Emirates)",Buffalo 8 Productions,61,,,https://www.imdb.com/title/tt14174168/?ref_=adv_li_tt
The Twin,"Drama,Horror,Mystery",2022,,,Taneli Mustonen,"Taneli Mustonen,Steven Cree","Teresa Palmer,Steven Cree,Barbara Marten","May 6, 2022 (United States)",,46,,,https://www.imdb.com/title/tt12390572/?ref_=adv_li_tt
Fireheart,"Animation,Adventure,Comedy",2022,TV-PG,1h 32m,Theodore Ty,"Laurent Zeitoun,Jennica Harper,Vincent Cassel","Alice Pol,Vincent Cassel,Valérie Lemercier","February 15, 2022 (United States)",eOne Films,21,,,https://www.imdb.com/title/tt8354218/?ref_=adv_li_tt
Detective Knight: Rogue,"Action,Thriller",2022,,,Edward Drake,,"Bruce Willis,Lochlyn Munro,Corey Large","October 21, 2022 (United States)",,,,,https://www.imdb.com/title/tt21435436/?ref_=adv_li_tt
Toscana,"Drama,Romance",2022,TV-MA,1h 30m,Mehdi Avaz,"Nikolaj Scherfig,Brian Flaccus","Cristiana Dell'Anna,Brian Flaccus,Nancy Linari","May 18, 2022 (United States)",,77,,,https://www.imdb.com/title/tt13276352/?ref_=adv_li_tt
Frank and Penelope,Thriller,2022,R,1h 52m,Sean Patrick Flanery,,"Caylee Cowan,Billy Budinich,Kevin Dillon","August 7, 2022 (Poland)",,16,,,https://www.imdb.com/title/tt4459134/?ref_=adv_li_tt
They Cloned Tyrone,"Comedy,Sci-Fi",2022,R,,Juel Taylor,"Juel Taylor,J. Alphonse Nicholson","Jamie Foxx,J. Alphonse Nicholson,John Boyega",2022 (United States),Made With Love Media,,,,https://www.imdb.com/title/tt9873892/?ref_=adv_li_tt
The Dead Girl in Apartment 03,Horror,2022,,,Kurtis Spieler,Adrienne King,"Laura Dooling,Adrienne King,Frank Wihbey","August 9, 2022 (United States)",,10,,,https://www.imdb.com/title/tt9093076/?ref_=adv_li_tt
Attack,"Action,Sci-Fi,Thriller",2022,,,Lakshya Raj Anand,"Lakshya Raj Anand,John Abraham","Jacqueline Fernandez,John Abraham,Rakul Preet Singh","April 1, 2022 (India)",,296,,,https://www.imdb.com/title/tt7529298/?ref_=adv_li_tt
My Favorite Girlfriend,"Comedy,Romance",2022,PG-13,1h 33m,Amanda Raymond,Tyler Johnson,"Bonnie Piesse,Tyler Johnson,Michael DiBacco","August 9, 2022 (United States)",Latigo Films,11,,,https://www.imdb.com/title/tt15540696/?ref_=adv_li_tt
Mama's Affair,Drama,2022,,,Kearen Pang,,"Teresa Mo,Keung To,Jer Ying-Ting Lau","August 11, 2022 (Hong Kong)",,19,,,https://www.imdb.com/title/tt15244854/?ref_=adv_li_tt
The Moderator,"Action,Drama,Thriller",2022,R,1h 22m,Zhor Fassi-Fihri,"Jonathan McConnell,Gary Dourdan","Robert Knepper,Gary Dourdan,Irma Lake","July 20, 2022 (Netherlands)",Saban Films,13,,,https://www.imdb.com/title/tt12810902/?ref_=adv_li_tt
Murder at Yellowstone City,Western,2022,,,Richard Gray,Zach McGowan,"Isaiah Mustafa,Zach McGowan,Thomas Jane","June 24, 2022 (Canada)",SkyWolf Media,37,,,https://www.imdb.com/title/tt11552344/?ref_=adv_li_tt
Cheaper by the Dozen,"Adventure,Comedy,Family",2022,PG,1h 47m,Gail Lerner,"Ernestine Gilbreth Carey,Zach Braff","Gabrielle Union,Zach Braff,Erika Christensen","March 18, 2022 (United States)",Khalabo Ink Society,239,,,https://www.imdb.com/title/tt6705162/?ref_=adv_li_tt
Ming jat zin gei,"Action,Adventure,Sci-Fi",2022,,,Yuen Fai Ng,,"Louis Koo,Ching Wan Lau,Carina Lau","August 25, 2022 (Hong Kong)",Media Asia Films,3,,,https://www.imdb.com/title/tt7375466/?ref_=adv_li_tt
Groundswell,Family,2022,TV-G,1h 24m,Lee Friedlander,,"Lacey Chabert,Katie Lee,Ektor Rivera","August 21, 2022 (United States)",Synthetic Cinema International,,,,https://www.imdb.com/title/tt20562474/?ref_=adv_li_tt
Brian and Charles,Comedy,2022,PG,1h 30m,Jim Archer,"Chris Hayward,Chris Hayward","David Earl,Chris Hayward,Louise Brealey","July 8, 2022 (United Kingdom)",Film4,46,,,https://www.imdb.com/title/tt13270424/?ref_=adv_li_tt
The Son,Drama,2022,,,Florian Zeller,,"Vanessa Kirby,Hugh Jackman,Anthony Hopkins","November 11, 2022 (United States)",Embankment Films,,,,https://www.imdb.com/title/tt14458442/?ref_=adv_li_tt
Fixed,"Animation,Comedy",2023,,,Genndy Tartakovsky,,,"December 21, 2022 (United States)",,,,,https://www.imdb.com/title/tt8785038/?ref_=adv_li_tt
Girl Picture,Romance,2022,,,Alli Haapasalo,"Daniela Hakulinen,Eleonoora Kauhanen","Aamu Milonoff,Eleonoora Kauhanen,Linnea Leino","April 14, 2022 (Finland)",,7,,,https://www.imdb.com/title/tt13328800/?ref_=adv_li_tt
I Came By,Thriller,2022,,,Babak Anvari,"Namsi Khan,George MacKay","Kelly Macdonald,George MacKay,Hugh Bonneville","August 31, 2022 (United States)",New Regency Productions,2,,,https://www.imdb.com/title/tt15083184/?ref_=adv_li_tt
FIR,"Action,Thriller",2022,Not Rated,2h 36m,Manu Anand,Manjima Mohan,"Vishnu Vishal,Manjima Mohan,Gautham Vasudev Menon","February 11, 2022 (India)",,56,,,https://www.imdb.com/title/tt11468258/?ref_=adv_li_tt
Regra 34,Drama,2022,,,Júlia Murat,,"Lucas Andrade,Julia Bernat,Lorena Comparato","August 10, 2022 (Switzerland)",,3,,,https://www.imdb.com/title/tt15520368/?ref_=adv_li_tt
Extraction 2,"Action,Thriller",2022,,,Sam Hargrave,Golshifteh Farahani,"Chris Hemsworth,Golshifteh Farahani,Tinatin Dalakishvili",2022 (United States),T.G.I.M Films,,,,https://www.imdb.com/title/tt12263384/?ref_=adv_li_tt
Lie Hard,Comedy,2022,,,Ian Niles,"Ian Niles,Ian Niles","Melanie Chandra,Ian Niles,Catherine Curtin","August 16, 2022 (United States)",,6,,,https://www.imdb.com/title/tt13313642/?ref_=adv_li_tt
Bimbisara,"Action,Drama,Fantasy",2022,,,Mallidi Vasishta,"Mallidi Vasishta,Samyuktha Menon","Vennela Kishore,Samyuktha Menon,Vinni Mobstaz","August 5, 2022 (India)",,63,,,https://www.imdb.com/title/tt14915198/?ref_=adv_li_tt
"Nna, Thaan Case Kodu","Crime,Drama,Thriller",2022,,,Ratheesh Balakrishnan Poduval,Kunchacko Boban,"Gayathrie,Kunchacko Boban,Basil Joseph","August 11, 2022 (India)",Udaya Studios,38,,,https://www.imdb.com/title/tt14188930/?ref_=adv_li_tt
Vendetta,"Action,Thriller",2022,R,1h 36m,Jared Cohn,Thomas Jane,"Bruce Willis,Thomas Jane,Theo Rossi","May 17, 2022 (United States)",,68,,,https://www.imdb.com/title/tt14849038/?ref_=adv_li_tt
The Silent Twins,Drama,2022,R,1h 53m,Agnieszka Smoczynska,"Marjorie Wallace,Jodhi May","Letitia Wright,Jodhi May,Michael Smiley","September 16, 2022 (United States)",30WEST,5,,,https://www.imdb.com/title/tt11052678/?ref_=adv_li_tt
When the Mist Clears,"Drama,Romance",2022,,,Cengiz Dervis,Christian Howard,"Gena Miller,Christian Howard,Maddalena Ischiale","May 19, 2022 (Germany)",,14,,,https://www.imdb.com/title/tt12440964/?ref_=adv_li_tt
Choose or Die,"Drama,Horror,Thriller",2022,MA-17,1h 24m,Toby Meakins,"Toby Meakins,Asa Butterfield","Iola Evans,Asa Butterfield,Robert Englund","April 15, 2022 (United States)",,280,,,https://www.imdb.com/title/tt11514780/?ref_=adv_li_tt
Spirited,"Comedy,Family,Musical",2022,PG-13,,Sean Anders,,"Ryan Reynolds,Aimee Carrero,Will Ferrell",2022 (United States),Mosaic,,,,https://www.imdb.com/title/tt10999120/?ref_=adv_li_tt
Kung Fury 2,"Action,Comedy,Crime",2022,,,David Sandberg,,"Arnold Schwarzenegger,Michael Fassbender,Alexandra Shipp",2022 (United States),Argent Pictures,,,,https://www.imdb.com/title/tt5765844/?ref_=adv_li_tt
Hypochondriac,"Drama,Horror,Thriller",2022,Unrated,1h 37m,Addison Heimann,Devon Graye,"Zach Villa,Devon Graye,Madeline Zima","March 14, 2022 (United States)",,20,,,https://www.imdb.com/title/tt12186098/?ref_=adv_li_tt
Jana Gana Mana,"Crime,Drama",2022,,,Dijo Jose Antony,Suraj Venjaramoodu,"Prithviraj Sukumaran,Suraj Venjaramoodu,Mamta Mohandas","April 28, 2022 (India)",,195,,,https://www.imdb.com/title/tt13391710/?ref_=adv_li_tt
When You Finish Saving the World,"Comedy,Drama",2022,R,1h 28m,Jesse Eisenberg,,"Julianne Moore,Finn Wolfhard,Billy Bryk","January 20, 2022 (United States)",,4,,,https://www.imdb.com/title/tt12121582/?ref_=adv_li_tt
Love & Gelato,"Comedy,Drama,Romance",2022,TV-14,1h 50m,Brandon Camp,"Jenna Evans Welch,Tobia De Angelis","Susanna Skaggs,Tobia De Angelis,Owen McDonnell","June 22, 2022 (United States)",,87,,,https://www.imdb.com/title/tt15521050/?ref_=adv_li_tt
Django/Zorro,"Adventure,Drama,Western",2022,,,Jerrod Carmichael,,,,,,,,https://www.imdb.com/title/tt10433602/?ref_=adv_li_tt
Women Talking,Drama,2022,PG-13,1h 44m,Sarah Polley,,"Jessie Buckley,Rooney Mara,Ben Whishaw",2022 (United States),,,,,https://www.imdb.com/title/tt13669038/?ref_=adv_li_tt
Maid in Malacañang,Drama,2022,,,Darryl Yap,Ruffa Gutierrez,"Cesar Montano,Ruffa Gutierrez,Cristine Reyes","August 3, 2022 (Philippines)",,1.3K,,,https://www.imdb.com/title/tt21279138/?ref_=adv_li_tt
"Hello, Goodbye and Everything in Between","Comedy,Drama,Romance",2022,TV-14,1h 22m,Michael Lewen,"Ben York Jones,Talia Ryder","Jordan Fisher,Talia Ryder,Ayo Edebiri","July 6, 2022 (United States)",TriStar Productions,26,,,https://www.imdb.com/title/tt4181158/?ref_=adv_li_tt
Emergency,"Comedy,Drama,Thriller",2022,R,1h 45m,Carey Williams,Donald Elise Watkins,"RJ Cyler,Donald Elise Watkins,Sebastian Chacon","May 27, 2022 (United States)",,124,,,https://www.imdb.com/title/tt13650600/?ref_=adv_li_tt
Green Lantern: Beware My Power,"Animation,Adventure,Sci-Fi",2022,PG-13,1h 28m,Jeff Wamester,"John Semper,Jimmi Simpson","Aldis Hodge,Jimmi Simpson,Ike Amadi","July 26, 2022 (United States)",,30,,,https://www.imdb.com/title/tt20192230/?ref_=adv_li_tt
Monstrous,"Horror,Mystery,Thriller",2022,PG-13,1h 28m,Chris Sivertson,Santino Barnard,"Christina Ricci,Santino Barnard,Don Durrell","August 25, 2022 (Germany)",Willow Pictures,49,,,https://www.imdb.com/title/tt4624366/?ref_=adv_li_tt
White Noise,"Comedy,Drama,Horror",2022,,,Noah Baumbach,"Don DeLillo,Greta Gerwig","Adam Driver,Greta Gerwig,Don Cheadle",2022 (United States),Heyday Films,,,,https://www.imdb.com/title/tt6160448/?ref_=adv_li_tt
I Wanna Dance with Somebody,"Biography,Drama,Music",2022,,,Kasi Lemmons,Tamara Tunie,"Stanley Tucci,Tamara Tunie,Naomi Ackie","December 21, 2022 (United States)",Muse of Fire,,,,https://www.imdb.com/title/tt12193804/?ref_=adv_li_tt
Satan's Slaves: Communion,Horror,2022,,,Joko Anwar,Endy Arfian,"Tara Basro,Endy Arfian,Nasar Annuz","August 4, 2022 (Indonesia)",Sky Films,23,,,https://www.imdb.com/title/tt16915972/?ref_=adv_li_tt
Free Dead or Alive,Action,2022,,,Erik Bernard,Robert LaSardo,"Patricia Velasquez,Robert LaSardo,Edy Ganem","August 9, 2022 (United States)",BondIt Media Capital,2,,,https://www.imdb.com/title/tt5953432/?ref_=adv_li_tt
About Fate,"Comedy,Romance",2022,R,1h 40m,Marius Vaysberg,"Emil Braginskiy,Thomas Mann","Emma Roberts,Thomas Mann,Madelaine Petsch","September 9, 2022 (United States)",Contentious Media,,,,https://www.imdb.com/title/tt14456350/?ref_=adv_li_tt
Peter Pan & Wendy,"Action,Adventure,Comedy",2022,PG,,David Lowery,"J.M. Barrie,Ever Anderson","Alexander Molony,Ever Anderson,Joshua Pickering",2022 (United States),Roth/Kirschenbaum Films,,,,https://www.imdb.com/title/tt5635026/?ref_=adv_li_tt
She Said,Drama,2022,R,2h 15m,Maria Schrader,"Rebecca Lenkiewicz,Carey Mulligan","Samantha Morton,Carey Mulligan,Tom Pelphrey","November 18, 2022 (United States)",Plan B Entertainment,,,,https://www.imdb.com/title/tt14807308/?ref_=adv_li_tt
"Lyle, Lyle, Crocodile","Animation,Adventure,Comedy",2022,,,Josh Gordon,"Will Speck,Bernard Waber,Javier Bardem","Constance Wu,Javier Bardem,Brett Gelman","October 7, 2022 (United States)",Sony Pictures Entertainment (SPE),,,,https://www.imdb.com/title/tt14668630/?ref_=adv_li_tt
Puss in Boots: The Last Wish,"Animation,Adventure,Comedy",2022,PG,,Joel Crawford,"Januel Mercado,Salma Hayek","Antonio Banderas,Salma Hayek,Harvey Guillén","December 21, 2022 (United States)",,1,,,https://www.imdb.com/title/tt3915174/?ref_=adv_li_tt
Sherdil,"Comedy,Drama",2022,,,Srijit Mukherji,"Sudeep Nigam,Sayani Gupta","Pankaj Tripathi,Sayani Gupta,Neeraj Kabi","June 24, 2022 (India)",T-Series,33,,,https://www.imdb.com/title/tt15964308/?ref_=adv_li_tt
Janhit Mein Jaari,"Comedy,Drama,Romance",2022,,,Jai Basantu Singh,"Utsav Sarkar,Anud Singh Dhaka","Nushrratt Bharuccha,Anud Singh Dhaka,Paritosh Tripathi","June 10, 2022 (India)",Thinkink Picturez,62,,,https://www.imdb.com/title/tt13534808/?ref_=adv_li_tt
Shut In,Thriller,2022,TV-MA,1h 29m,D.J. Caruso,Jake Horowitz,"Rainey Qualley,Jake Horowitz,Luciana VanDette","February 10, 2022 (United States)",Voltage Pictures,281,,,https://www.imdb.com/title/tt10131024/?ref_=adv_li_tt
The Witch: Part 2 - The Other One,"Action,Mystery,Thriller",2022,,,Park Hoon-jung,Min-soo Jo,"Cynthia,Min-soo Jo,Kim Da-Mi","June 15, 2022 (South Korea)",,45,,,https://www.imdb.com/title/tt13721828/?ref_=adv_li_tt
Shark Side of the Moon,"Action,Horror,Sci-Fi",2022,,,Glenn Campbell,"Tammy Klein,Anna Rasmussen,Ego Mikitas","Maxi Witrak,Ego Mikitas,Tania Fox","August 12, 2022 (United States)",,19,,,https://www.imdb.com/title/tt21426434/?ref_=adv_li_tt
Wildfire: The Legend of the Cherokee Ghost Horse,Family,2022,,,Eric Parkinson,,"Anne Heche,Adrian Paul,Mo Brings Plenty","September 16, 2022 (United States)",,,,,https://www.imdb.com/title/tt10294634/?ref_=adv_li_tt
American Carnage,"Comedy,Horror,Mystery",2022,R,1h 41m,Diego Hallivis,"Julio Hallivis,Jorge Lendeborg Jr.","Jenna Ortega,Jorge Lendeborg Jr.,Allen Maldonado","July 15, 2022 (Canada)",,11,,,https://www.imdb.com/title/tt20672490/?ref_=adv_li_tt
Black Crab,"Action,Adventure,Drama",2022,TV-MA,1h 54m,Adam Berg,"Pelle Rådström,Jakob Oftebro","Noomi Rapace,Jakob Oftebro,Dar Salim","March 18, 2022 (United States)",,283,,,https://www.imdb.com/title/tt6708668/?ref_=adv_li_tt
Good Mourning,Comedy,2022,R,1h 33m,Colson Baker,"Mod Sun,Mod Sun,Mod Sun","Colson Baker,Mod Sun,Becky G","May 20, 2022 (United States)",,70,,,https://www.imdb.com/title/tt15331186/?ref_=adv_li_tt
Windfall,"Crime,Drama,Thriller",2022,R,1h 32m,Charlie McDowell,"Jason Segel,Lily Collins","Jason Segel,Lily Collins,Jesse Plemons","March 18, 2022 (United States)",Mutressa Movies,327,,,https://www.imdb.com/title/tt15033192/?ref_=adv_li_tt
Against the Ice,"Adventure,Drama,History",2022,TV-MA,1h 42m,Peter Flinth,"Joe Derrick,Joe Cole","Nikolaj Coster-Waldau,Joe Cole,Heida Reed","March 2, 2022 (United States)",,139,,,https://www.imdb.com/title/tt13873302/?ref_=adv_li_tt
Graphic Designs,Thriller,2022,,,Andy Edwards,,"David Wayman,Sian Altman,May Kelly","August 15, 2022 (United Kingdom)",,4,,,https://www.imdb.com/title/tt13452544/?ref_=adv_li_tt
Bandit,"Crime,Drama,Thriller",2022,R,2h 6m,Allan Ungar,"Kraig Wenman,Elisha Cuthbert","Josh Duhamel,Elisha Cuthbert,Nestor Carbonell","September 23, 2022 (United States)",Buffalo 8 Productions,,,,https://www.imdb.com/title/tt9853500/?ref_=adv_li_tt
Malayankunju,"Drama,Thriller",2022,,,Sajimon Prabhakar,Rajisha Vijayan,"Fahadh Faasil,Rajisha Vijayan,Nilja K Baby","July 22, 2022 (India)",,62,,,https://www.imdb.com/title/tt13640946/?ref_=adv_li_tt
Blackbird,"Action,Romance,Thriller",2022,R,1h 30m,Michael Flatley,Eric Roberts,"Michael Flatley,Eric Roberts,Patrick Bergin","June 1, 2022 (France)",Egg Studios,4,,,https://www.imdb.com/title/tt8246646/?ref_=adv_li_tt
Don't Blame Karma!,"Comedy,Romance",2022,TV-MA,1h 25m,Elisa Miller,"Laura Norton,Miriam Chi Chim","Gil Cerezo,Miriam Chi Chim,Aislinn Derbez","August 3, 2022 (United States)",,5,,,https://www.imdb.com/title/tt21226774/?ref_=adv_li_tt
Prey for the Devil,"Horror,Thriller",2022,PG-13,1h 33m,Daniel Stamm,"Todd R. Jones,Colin Salmon","Virginia Madsen,Colin Salmon,Jacqueline Byers","October 28, 2022 (United States)",,1,,,https://www.imdb.com/title/tt9271672/?ref_=adv_li_tt
Pipa,"Crime,Drama,Mystery",2022,TV-MA,1h 55m,Alejandro Montiel,"Alejandro Montiel,Mauricio Paniagua","Luisana Lopilato,Mauricio Paniagua,Benjamín Del Cerro","July 27, 2022 (United States)",,17,,,https://www.imdb.com/title/tt15943258/?ref_=adv_li_tt
Weird: The Al Yankovic Story,"Biography,Comedy,Music",2022,,,Eric Appel,"'Weird Al' Yankovic,Daniel Radcliffe","Evan Rachel Wood,Daniel Radcliffe,Rainn Wilson","November 4, 2022 (United States)",The Roku Channel,2,,,https://www.imdb.com/title/tt17076046/?ref_=adv_li_tt
The Railway Children Return,"Adventure,Drama,Family",2022,PG,1h 35m,Morgan Matthews,"Jemma Rodgers,Jenny Agutter","John Bradley,Jenny Agutter,Sheridan Smith","September 23, 2022 (United States)",,43,,,https://www.imdb.com/title/tt14592998/?ref_=adv_li_tt
The Cellar,Horror,2022,,,Brendan Muldowney,Eoin Macken,"Elisha Cuthbert,Eoin Macken,Dylan Fitzmaurice Brady","April 15, 2022 (United States)",Savage Productions,103,,,https://www.imdb.com/title/tt14550642/?ref_=adv_li_tt
Gangubai Kathiawadi,"Biography,Crime,Drama",2022,TV-MA,2h 32m,Sanjay Leela Bhansali,"Abhiruchi Chand,Shantanu Maheshwari","Alia Bhatt,Shantanu Maheshwari,Vijay Raaz","February 25, 2022 (India)",,871,,,https://www.imdb.com/title/tt10083340/?ref_=adv_li_tt
Bosch & Rockit,Drama,2022,,,Tyler Atkins,"Drue Metz,Isabel Lucas","Luke Hemsworth,Isabel Lucas,Rasmus King","August 18, 2022 (Australia)",Deeper Water,3,,,https://www.imdb.com/title/tt11898882/?ref_=adv_li_tt
My Son Hunter,"Biography,Comedy,Drama",2022,,,Robert Davi,"Phelim McAleer,Laurence Fox","Gina Carano,Laurence Fox,John James","September 7, 2022 (United States)",,,,,https://www.imdb.com/title/tt15481952/?ref_=adv_li_tt
The Kashmir Files,Drama,2022,,,Vivek Agnihotri,"Saurabh M. Pandey,Anupam Kher","Mithun Chakraborty,Anupam Kher,Darshan Kumaar","March 11, 2022 (United States)",I Am Buddha,7.5K,,,https://www.imdb.com/title/tt10811166/?ref_=adv_li_tt
