title,gener,year,rating,duration,directors,writers,lead_actors,release_date,locations,user_reviews,critic_reviews,meta_score,url
Don't Listen,"Adventure,Drama,Horror",2020,TV-MA,1h 37m,Ángel Gómez Hernández,"Ángel Gómez Hernández,Ana Fernández","Rodolfo Sancho,Ana Fernández,Ramón Barea","November 27, 2020 (United States)",Estudio v,175,,,https://www.imdb.com/title/tt11750282/?ref_=adv_li_tt
Falling for Figaro,"Comedy,Romance",2020,,,Ben Lewin,"Allen Palmer,Joanna Lumley","Danielle Macdonald,Joanna Lumley,Shazad Latif","October 1, 2021 (United States)",Black Camel Pictures,49,,,https://www.imdb.com/title/tt7392014/?ref_=adv_li_tt
The Last Thing He Wanted,"Crime,Drama,Thriller",2020,R,1h 55m,Dee Rees,"Dee Rees,Ben Affleck","Anne Hathaway,Ben Affleck,Rosie Perez","February 21, 2020 (United States)",The Fyzz Facility,442,,,https://www.imdb.com/title/tt7456312/?ref_=adv_li_tt
Most Wanted,"Crime,Thriller",2020,R,2h 5m,Daniel Roby,Josh Hartnett,"Antoine Olivier Pilon,Josh Hartnett,Stephen McHattie","July 24, 2020 (United States)",,67,,,https://www.imdb.com/title/tt1656177/?ref_=adv_li_tt
Flashback,"Drama,Mystery,Thriller",2020,R,1h 37m,Christopher MacBride,Dylan O'Brien,"Liisa Repo-Martell,Dylan O'Brien,Hannah Gross","June 4, 2021 (United States)",Trinity Media Financing,172,,,https://www.imdb.com/title/tt8372094/?ref_=adv_li_tt
Tahara,Drama,2020,,,Olivia Peace,Rachel Sennott,"Madeline Grey DeFreece,Rachel Sennott,Daniel Taveras","January 25, 2020 (United States)",,2,,,https://www.imdb.com/title/tt11261820/?ref_=adv_li_tt
Let Them All Talk,"Comedy,Drama",2020,R,1h 53m,Steven Soderbergh,Gemma Chan,"Meryl Streep,Gemma Chan,Dianne Wiest","December 10, 2020 (United States)",HBO Films,166,,,https://www.imdb.com/title/tt10808832/?ref_=adv_li_tt
The Boys in the Band,Drama,2020,R,2h 1m,Joe Mantello,"Ned Martel,Zachary Quinto","Jim Parsons,Zachary Quinto,Matt Bomer","September 30, 2020 (United States)",,142,,,https://www.imdb.com/title/tt10199914/?ref_=adv_li_tt
Downhill,"Comedy,Drama",2020,R,1h 26m,Nat Faxon,"Jim Rash,Nat Faxon,Will Ferrell","Julia Louis-Dreyfus,Will Ferrell,Zach Woods","February 14, 2020 (United States)",Searchlight Pictures,391,,,https://www.imdb.com/title/tt4558376/?ref_=adv_li_tt
Four Good Days,Drama,2020,R,1h 40m,Rodrigo García,"Rodrigo García,Carla Gallo","Mila Kunis,Carla Gallo,Glenn Close","May 21, 2021 (Canada)",Productivity Media,109,,,https://www.imdb.com/title/tt10344522/?ref_=adv_li_tt
Nine Days,"Drama,Fantasy",2020,R,2h 4m,Edson Oda,Zazie Beetz,"Winston Duke,Zazie Beetz,Bill Skarsgård","July 30, 2021 (United States)",Juniper Productions,126,,,https://www.imdb.com/title/tt10451852/?ref_=adv_li_tt
The Half of It,"Comedy,Drama,Romance",2020,PG-13,1h 44m,Alice Wu,Daniel Diemer,"Leah Lewis,Daniel Diemer,Alexxis Lemire","May 1, 2020 (United States)",,330,,,https://www.imdb.com/title/tt9683478/?ref_=adv_li_tt
Dreamkatcher,"Horror,Thriller",2020,R,1h 25m,Kerry Harris,"Kerry Harris,Henry Thomas","Radha Mitchell,Henry Thomas,Finlay Wojtak-Hissong","April 27, 2020 (United States)",,75,,,https://www.imdb.com/title/tt10553210/?ref_=adv_li_tt
There Is No Evil,Drama,2020,,,Mohammad Rasoulof,Zhila Shahi,"Baran Rasoulof,Zhila Shahi,Mohammad Seddighimehr","May 14, 2021 (United States)",Filminiran,24,,,https://www.imdb.com/title/tt11697844/?ref_=adv_li_tt
Looks That Kill,"Comedy,Drama,Romance",2020,Not Rated,1h 32m,Kellen Moore,Tom Proctor,"Brandon Flynn,Tom Proctor,Annie Mumolo","June 19, 2020 (United States)",,75,,,https://www.imdb.com/title/tt8179470/?ref_=adv_li_tt
The Old Ways,"Drama,Fantasy,Horror",2020,R,1h 30m,Christopher Alender,Andrea Cortés,"Brigitte Kali Canales,Andrea Cortés,Julia Vera",October 2020 (United States),,123,,,https://www.imdb.com/title/tt12829958/?ref_=adv_li_tt
The Secret Garden,"Drama,Family,Fantasy",2020,PG,1h 39m,Marc Munden,"Frances Hodgson Burnett,Richard Hansell","Dixie Egerickx,Richard Hansell,David Verrey","August 7, 2020 (United States)",Heyday Films,120,,,https://www.imdb.com/title/tt2702920/?ref_=adv_li_tt
Shithouse,"Comedy,Drama,Romance",2020,R,1h 40m,Cooper Raiff,Dylan Gelula,"Cooper Raiff,Dylan Gelula,Amy Landecker","October 16, 2020 (United States)",,51,,,https://www.imdb.com/title/tt11618536/?ref_=adv_li_tt
Tanhaji: The Unsung Warrior,"Action,Biography,Drama",2020,Not Rated,2h 15m,Om Raut,"Om Raut,Saif Ali Khan","Ajay Devgn,Saif Ali Khan,Sharad Kelkar","January 10, 2020 (United States)",,961,,,https://www.imdb.com/title/tt8108274/?ref_=adv_li_tt
Pixie,"Comedy,Crime,Thriller",2020,R,1h 33m,Barnaby Thompson,Fra Fee,"Olivia Cooke,Fra Fee,Rory Fleck Byrne","March 5, 2021 (United States)",Northern Ireland Screen,60,,,https://www.imdb.com/title/tt10831086/?ref_=adv_li_tt
The Killing of Two Lovers,Drama,2020,R,1h 25m,Robert Machoian,Sepideh Moafi,"Clayne Crawford,Sepideh Moafi,Chris Coy","May 14, 2021 (United States)",Odd Man Out Cinema,71,,,https://www.imdb.com/title/tt10702148/?ref_=adv_li_tt
Alone,"Horror,Thriller",2020,R,1h 32m,Johnny Martin,Summer Spiro,"Tyler Posey,Summer Spiro,Donald Sutherland","October 16, 2020 (United States)",Martini Films,137,,,https://www.imdb.com/title/tt10192566/?ref_=adv_li_tt
Adam,"Biography,Drama",2020,R,1h 40m,Michael Uppendahl,"Brett Johnson,Lena Olin","Aaron Paul,Lena Olin,Tom Berenger","May 21, 2020 (United States)",,13,,,https://www.imdb.com/title/tt1715344/?ref_=adv_li_tt
Valley Girl,"Comedy,Musical,Romance",2020,PG-13,1h 42m,Rachel Lee Goldenberg,"Wayne Crawford,Josh Whitehouse","Jessica Rothe,Josh Whitehouse,Jessie Ennis","May 8, 2020 (United States)",,106,,,https://www.imdb.com/title/tt1266036/?ref_=adv_li_tt
To All the Boys: P.S. I Still Love You,"Comedy,Drama,Romance",2020,TV-14,1h 41m,Michael Fimognari,"J. Mills Goodloe,Noah Centineo","Lana Condor,Noah Centineo,Jordan Fisher","February 12, 2020 (United States)",Netflix Studios,167,,,https://www.imdb.com/title/tt9354842/?ref_=adv_li_tt
Fatman,"Action,Adventure,Comedy",2020,R,1h 40m,Eshom Nelms,"Ian Nelms,Eshom Nelms,Walton Goggins","Mel Gibson,Walton Goggins,Marianne Jean-Baptiste","November 24, 2020 (United States)",Saban Films,507,,,https://www.imdb.com/title/tt10310140/?ref_=adv_li_tt
"Quo Vadis, Aida?","Drama,History,War",2020,Approved,1h 41m,Jasmila Zbanic,"Hasan Nuhanovic,Izudin Bajrovic","Jasna Djuricic,Izudin Bajrovic,Boris Ler","March 5, 2021 (United States)",Digital Cube,312,,,https://www.imdb.com/title/tt8633462/?ref_=adv_li_tt
Black Beauty,"Drama,Family",2020,TV-PG,1h 50m,Ashley Avis,"Anna Sewell,Mackenzie Foy","Kate Winslet,Mackenzie Foy,Iain Glen","November 27, 2020 (United States)",Moonlighting Films,81,,,https://www.imdb.com/title/tt8484160/?ref_=adv_li_tt
Breach,"Action,Horror,Sci-Fi",2020,R,1h 32m,John Suits,"Corey Large,Bruce Willis","Cody Kearsley,Bruce Willis,Rachel Nichols","December 18, 2020 (United States)",Aloe Entertainment,804,,,https://www.imdb.com/title/tt9820556/?ref_=adv_li_tt
Nobody Sleeps in the Woods Tonight,"Fantasy,Horror,Mystery",2020,TV-MA,1h 42m,Bartosz M. Kowalski,,"Julia Wieniawa-Narkiewicz,Michal Lupa,Wiktoria Gasiewska","October 28, 2020 (United States)",Polski Instytut Sztuki Filmowej,194,,,https://www.imdb.com/title/tt11240506/?ref_=adv_li_tt
The East,"Drama,Thriller,War",2020,TV-MA,2h 17m,Jim Taihuttu,"Mustafa Duygulu,Marwan Kenzari","Martijn Lakemeier,Marwan Kenzari,Jonas Smulders","August 13, 2021 (United States)",Ideosource Entertainment,61,,,https://www.imdb.com/title/tt8639136/?ref_=adv_li_tt
Malang,"Action,Crime,Drama",2020,Not Rated,2h 15m,Mohit Suri,"Aniruddha Guha,Anil Kapoor","Aditya Roy Kapoor,Anil Kapoor,Disha Patani","February 7, 2020 (United States)",TOABH Talent Management,281,,,https://www.imdb.com/title/tt9877170/?ref_=adv_li_tt
Mortal,"Action,Adventure,Drama",2020,R,1h 44m,André Øvredal,"Norman Lesperance,Priyanka Bose","Nat Wolff,Priyanka Bose,Iben Akerlie","November 6, 2020 (United States)",Eldorado Film,396,,,https://www.imdb.com/title/tt5715066/?ref_=adv_li_tt
Concrete Cowboy,"Drama,Western",2020,R,1h 51m,Ricky Staub,"Ricky Staub,Caleb McLaughlin","Idris Elba,Caleb McLaughlin,Lorraine Toussaint","April 2, 2021 (United States)",Neighborhood Film Co.,127,,,https://www.imdb.com/title/tt8846176/?ref_=adv_li_tt
Behind You,Horror,2020,R,1h 26m,Andrew Mecham,"Matthew Whedon,Matthew Whedon,Elizabeth Birkner","Addy Miller,Elizabeth Birkner,Jan Broberg","April 17, 2020 (United States)",,66,,,https://www.imdb.com/title/tt7335796/?ref_=adv_li_tt
Fatima,"Drama,War",2020,PG-13,1h 53m,Marco Pontecorvo,"Valerio D'Annunzio,Goran Visnjic","Joaquim de Almeida,Goran Visnjic,Stephanie Gil","August 28, 2020 (United States)",Panorama Films,89,,,https://www.imdb.com/title/tt2197936/?ref_=adv_li_tt
Violet Evergarden: The Movie,"Animation,Drama,Fantasy",2020,,,Taichi Ishidate,"Reiko Yoshida,Daisuke Namikawa","Yui Ishikawa,Daisuke Namikawa,Takehito Koyasu","March 30, 2021 (United States)",Bandai Namco Arts,65,,,https://www.imdb.com/title/tt8652818/?ref_=adv_li_tt
Superintelligence,"Action,Comedy,Romance",2020,PG,1h 46m,Ben Falcone,James Corden,"Melissa McCarthy,James Corden,Bobby Cannavale","November 26, 2020 (United States)",On the Day,182,,,https://www.imdb.com/title/tt7178640/?ref_=adv_li_tt
A Whisker Away,"Animation,Adventure,Drama",2020,TV-PG,1h 44m,Jun'ichi Satô,"Tomotaka Shibayama,Natsuki Hanae","Mirai Shida,Natsuki Hanae,Johnny Yong Bosch","June 18, 2020 (United States)",Fuji Creative (FCC),92,,,https://www.imdb.com/title/tt11958344/?ref_=adv_li_tt
What Lies Below,"Horror,Mystery,Sci-Fi",2020,TV-MA,1h 27m,Braden R. Duemmler,Troy Iwata,"Ema Horvath,Troy Iwata,Danny Corbo","December 4, 2020 (United States)",,356,,,https://www.imdb.com/title/tt9264728/?ref_=adv_li_tt
Angie: Lost Girls,"Action,Crime,Drama",2020,,,Julia Verdin,"Julia Verdin,Olivia d'Abo","Jane Widdop,Olivia d'Abo,Randall Batinkoff","December 22, 2020 (United States)",Rough Diamond Productions,36,,,https://www.imdb.com/title/tt9242768/?ref_=adv_li_tt
Ludo,"Action,Comedy,Crime",2020,TV-MA,2h 30m,Anurag Basu,"Samrat Chakraborty,Abhishek Bachchan","Pankaj Tripathi,Abhishek Bachchan,Rajkummar Rao","November 12, 2020 (United States)",,1.2K,,,https://www.imdb.com/title/tt7212754/?ref_=adv_li_tt
Little Fish,"Drama,Romance,Sci-Fi",2020,Unrated,1h 41m,Chad Hartigan,"Aja Gabel,Jack O'Connell","Olivia Cooke,Jack O'Connell,Soko","February 5, 2021 (United States)",Oddfellows Entertainment,68,,,https://www.imdb.com/title/tt9735470/?ref_=adv_li_tt
Work It,"Comedy,Music",2020,TV-14,1h 33m,Laura Terruso,Liza Koshy,"Keiynan Lonsdale,Liza Koshy,Briana Andrade-Gomes","August 7, 2020 (United States)",STX Films,130,,,https://www.imdb.com/title/tt10276470/?ref_=adv_li_tt
The Occupant,"Adventure,Drama,Horror",2020,TV-MA,1h 43m,David Pastor,"Àlex Pastor,David Pastor,Mario Casas","Javier Gutiérrez,Mario Casas,Bruna Cusí","March 25, 2020 (United States)",,177,,,https://www.imdb.com/title/tt9345754/?ref_=adv_li_tt
The Pizzagate Massacre,"Action,Adventure,Comedy",2020,,,John Valley,Alexandria Payne,"Tinus Seaux,Alexandria Payne,Lee Eddy","November 19, 2021 (United States)",,25,,,https://www.imdb.com/title/tt10725448/?ref_=adv_li_tt
"Love, Weddings & Other Disasters","Comedy,Romance",2020,PG-13,1h 36m,Dennis Dugan,"Dennis Dugan,Maggie Grace","Diane Keaton,Maggie Grace,Jeremy Irons","December 4, 2020 (United States)",Convergent Media.,63,,,https://www.imdb.com/title/tt10235718/?ref_=adv_li_tt
The Quarry,"Crime,Mystery,Thriller",2020,R,1h 38m,Scott Teems,"Andrew Brotzman,Michael Shannon","Shea Whigham,Michael Shannon,Catalina Sandino Moreno","April 17, 2020 (Mexico)",Metalwork Pictures,55,,,https://www.imdb.com/title/tt10151054/?ref_=adv_li_tt
The Secrets We Keep,"Drama,Thriller",2020,R,1h 37m,Yuval Adler,"Yuval Adler,Joel Kinnaman","Noomi Rapace,Joel Kinnaman,Chris Messina","September 16, 2020 (United States)",Echo Lake Entertainment,65,,,https://www.imdb.com/title/tt9252488/?ref_=adv_li_tt
