title,gener,year,rating,duration,directors,writers,lead_actors,release_date,locations,user_reviews,critic_reviews,meta_score,url
Why Moths Fly to the Light?,Drama,2020,,,Zaur Dzhafarov,,"Anita Shmatova,Arthur Valente","August 23, 2020 (Ukraine)",,,,,https://www.imdb.com/title/tt14221474/?ref_=adv_li_tt
Les mystères de l'amour,Comedy,2020,,,Henri Hasbani,,,"March 1, 2020 (France)",,,,,https://www.imdb.com/title/tt11949822/?ref_=adv_li_tt
Crossing the Line,"Action,Drama",2020,,,Hussain Ahmad,,"Eylisabeth Bengochea,Anthony Ace,Hussain Ahmad","October 27, 2020 (United States)",,2,,,https://www.imdb.com/title/tt11946452/?ref_=adv_li_tt
Chronicle of Space,Family,2020,,,Akshay Indikar,,"Neel Deshmukh,Anushree Wani","May 20, 2021 (United States)",,2,,,https://www.imdb.com/title/tt11742184/?ref_=adv_li_tt
Yellow Sunglasses,Comedy,2020,,,Iván Mora Manzano,"Iván Mora Manzano,Alejandro Fajardo","Alejandra Corman,Alejandro Fajardo,Pablo López","October 21, 2021 (Ecuador)",,2,,,https://www.imdb.com/title/tt7616020/?ref_=adv_li_tt
Steele Justice,"Crime,Thriller",2020,,,Richard Brooks,,"Richard Brooks,Jb Brown,Stephen Chang",2020 (United States),,,,,https://www.imdb.com/title/tt6148152/?ref_=adv_li_tt
Online Guru,Drama,2020,,,Mangesh Nare,,"Rohit Phalke,Saksham Kulkarni,Bhagyashree Nhalve","February 16, 2020 (India)",,,,,https://www.imdb.com/title/tt19223228/?ref_=adv_li_tt
Forget About Everything for Awhile,Drama,2020,,,Mason Carter,,"Mason Carter,Joel Haver","April 6, 2020 (United States)",,1,,,https://www.imdb.com/title/tt12476644/?ref_=adv_li_tt
Invisible Virtual Table Read,Comedy,2020,,,Laura Carson,,"Walter Anaruk,Orion Carrington,Laura Carson","September 10, 2020 (United States)",,,,,https://www.imdb.com/title/tt13026748/?ref_=adv_li_tt
Asalu Em Jarigindhante,Drama,2020,,,Srinivas Bandari,KarronyaKatrynn,"Karunya Chowdary,KarronyaKatrynn,Mahendran","August 2, 2020 (India)",,38,,,https://www.imdb.com/title/tt12839816/?ref_=adv_li_tt
Bulan dan Pria Terhebat,"Action,Comedy",2020,,,Ghaz Abu Bakar,,"Zahirah MacWilson,Zizan Razak,Bell Ngasri","March 12, 2020 (Malaysia)",,1,,,https://www.imdb.com/title/tt11364248/?ref_=adv_li_tt
Marygoround,Drama,2020,,,Daria Woszek,"Aleksandra Swierk,Janusz Chabior","Grazyna Misiorowska,Janusz Chabior,Barbara Kurzaj","August 20, 2021 (Poland)",Solopan,6,,,https://www.imdb.com/title/tt10132068/?ref_=adv_li_tt
The Renovation,Comedy,2020,,,Taneli Mustonen,,"Sami Hedberg,Kiti Kokkonen,Rea Mauranen","February 19, 2020 (Finland)",Solar Films,4,,,https://www.imdb.com/title/tt10449466/?ref_=adv_li_tt
Wintersong,Drama,2020,,,Silvana Lazaro,,,"November 20, 2020 (Mexico)",,1,,,https://www.imdb.com/title/tt13923134/?ref_=adv_li_tt
The Prayer,Sci-Fi,2020,,,Kyu-dong Min,,"Yoo-Young Lee,Soo-jung Ye,Yeom Hye-ran","August 13, 2021 (United States)",,1,,,https://www.imdb.com/title/tt15108880/?ref_=adv_li_tt
Boogers of the Antichrist,Horror,2020,,,Bill Zebub,,"Rachel Crow,Eric Caetta,Eric Bindel","February 11, 2020 (United States)",,,,,https://www.imdb.com/title/tt10999932/?ref_=adv_li_tt
Arboretum,Thriller,2020,,,Julian Richberg,,"Oskar Bökelmann,Niklas Doddo,Volker Figge","October 31, 2020 (Spain)",Stadtfuchs,6,,,https://www.imdb.com/title/tt11205640/?ref_=adv_li_tt
Save Rosemary Too,Drama,2020,,,Jimmy Andrews,Christi Carr,"Fabiola Andújar,Christi Carr,Clemeen Connolly","October 1, 2020 (United States)",,,,,https://www.imdb.com/title/tt12903556/?ref_=adv_li_tt
Water 2: The Cleansing,"Comedy,Horror,Thriller",2020,,,Phillip Penza,,"Makena Ayala,Adam Berardi,Audrey Beth","December 23, 2020 (United States)",,2,,,https://www.imdb.com/title/tt13259974/?ref_=adv_li_tt
By Any Name,"Action,Drama,Mystery",2020,,,Euros Jones-Evans,Samira Mohamed Ali,"Cengiz Dervis,Samira Mohamed Ali,Dan Richardson","October 8, 2020 (United States)",,9,,,https://www.imdb.com/title/tt3919234/?ref_=adv_li_tt
Special Jollof,Drama,2020,,,Emem Isong,,"Joseph Benjamin,Merlisa Determined,Uche Jombo","February 14, 2020 (Nigeria)",,2,,,https://www.imdb.com/title/tt11546322/?ref_=adv_li_tt
Primal,Drama,2020,,,John Humphreys,,"Grady Greene,Emily Heebner,Duncan Kinzie",September 2020 (United States),,1,,,https://www.imdb.com/title/tt13259794/?ref_=adv_li_tt
Kanni Maadam,"Drama,Romance",2020,TV-MA,2h 12m,Bose Venkat,Sriram Karthik,"Chaya Devi,Sriram Karthik,Murugadass","February 21, 2020 (India)",,19,,,https://www.imdb.com/title/tt12117528/?ref_=adv_li_tt
Olympicos,Animation,,,,David Sahakyants,,"Artashes Aleksanyan,Mkrtich Arzumanyan,Davit Babayan","October 12, 2020 (Armenia)",,,,,https://www.imdb.com/title/tt5280118/?ref_=adv_li_tt
Coffee Café,Drama,2020,,,Arunkumar Senthil,Dilli,"Abirami,Dilli,Shara Monu","July 23, 2020 (India)",,1,,,https://www.imdb.com/title/tt13147184/?ref_=adv_li_tt
Gore Theatre 2,Horror,2020,,,Luc Bernier,,,2020 (United States),,,,,https://www.imdb.com/title/tt10816616/?ref_=adv_li_tt
Alluring Woman,Action,2020,,,Tao Hai,,,"March 13, 2020 (China)",,,,,https://www.imdb.com/title/tt12740400/?ref_=adv_li_tt
Forensic Song Ci,"Crime,Drama,History",2020,,,Guohan Hu,,"Haofan Hu,Changjiang Pan,Mengyuan Xu","February 6, 2020 (China)",,2,,,https://www.imdb.com/title/tt11798718/?ref_=adv_li_tt
We the Jury: Case 1,Crime,2020,,,John Calvin Mai,Eric J. Black,"Sheila Ball,Eric J. Black,Princeton Egbe","December 25, 2020 (United States)",,,,,https://www.imdb.com/title/tt12821602/?ref_=adv_li_tt
The Key to Christmas,Family,2020,,,Jason Mills,Camryn Macdonald,"Scott Osborne,Camryn Macdonald,Sadie Silcock","November 10, 2020 (United States)",,14,,,https://www.imdb.com/title/tt12717050/?ref_=adv_li_tt
"Georama Boy, Panorama Girl",Drama,2020,,,Natsuki Seta,,"Misato Morita,Riko Narumi,Nene Ohtsuka","November 6, 2020 (Japan)",,3,,,https://www.imdb.com/title/tt13977868/?ref_=adv_li_tt
Dee Renjie's Burning Sky Extraordinary Fire,Action,2020,,,Zhang Yu,,"Gang He,Yu Huitao,Liu Ruiqiao","December 22, 2020 (China)",,47,,,https://www.imdb.com/title/tt14715806/?ref_=adv_li_tt
Debigarh e Garbar,Mystery,2020,,,Chitravanu Basu,,"Rahul Dev Bose,Payel Mukherjee,Kaushik Roy","March 22, 2020 (India)",,1,,,https://www.imdb.com/title/tt12980232/?ref_=adv_li_tt
Juvie,Drama,2020,,,George LaVoo,,"Eric Roberts,Jared Gilman,Lois Robbins",2020 (United States),,,,,https://www.imdb.com/title/tt3414450/?ref_=adv_li_tt
Redville,Thriller,2020,,,Sean Cranston,,"Sean Cranston,Vinnie Velez,John McGhee","November 3, 2020 (United States)",,15,,,https://www.imdb.com/title/tt11778990/?ref_=adv_li_tt
The Taker's Crown,"Adventure,Fantasy",2020,,,Josiah Swanson,,"Tim Kaiser,Tiffany Burns,Jared Withrow","July 20, 2020 (United States)",,3,,,https://www.imdb.com/title/tt4206516/?ref_=adv_li_tt
Bittu: Couple Exchange,Drama,2020,,,Jeong Mi-na,,,2020 (Japan),,,,,https://www.imdb.com/title/tt19113468/?ref_=adv_li_tt
Blood Freak,Horror,2020,,,Daniel Boyd,,"Daniel Boyd,Chuck Connors,Shana Connors","April 1, 2020 (United States)",,,,,https://www.imdb.com/title/tt12980238/?ref_=adv_li_tt
30 Chua Phai Tet,"Comedy,Drama,Fantasy",2020,,,Quang Huy,,,"January 25, 2020 (Vietnam)",,3,,,https://www.imdb.com/title/tt11646756/?ref_=adv_li_tt
180 Degree Rule,Drama,2020,,,Farnoosh Samadi,,"Sadaf Asgari,Sahar Dolatshahi,Azita Hajian","September 14, 2020 (Canada)",,2,,,https://www.imdb.com/title/tt12800946/?ref_=adv_li_tt
Piranha Blood Lake,Horror,2020,,,Zack Ward,,,"January 9, 2020 (United Kingdom)",,,,,https://www.imdb.com/title/tt12065870/?ref_=adv_li_tt
London Calling,"Comedy,Drama,Romance",2020,,,Urvish Parikh,"Bhavwini Gandhi,Bhavwini Gandhi",,"November 27, 2020 (India)",,2,,,https://www.imdb.com/title/tt13428908/?ref_=adv_li_tt
A Museum Sleeps,,2020,,,Camille de Chenay,,"Gary Guénaire,Nadia Tereszkiewicz","July 23, 2020 (France)",,1,,,https://www.imdb.com/title/tt14211238/?ref_=adv_li_tt
Ninja Kidz Sonic the Hedgehog Movie,Family,2020,,,Shane Myler,,"Ian Lang,Ashton Myler,Bryton Myler","November 7, 2020 (United States)",,,,,https://www.imdb.com/title/tt15269930/?ref_=adv_li_tt
Karma: What Goes Around Comes Around,Horror,2020,,,Sang-hee Han,,,"September 12, 2020 (South Korea)",,,,,https://www.imdb.com/title/tt13294102/?ref_=adv_li_tt
Love Is Blind,Comedy,2020,,,Joseph Faultersack,,"Kelly Curran,Justin Rose,Tyler Thorne","January 2, 2020 (United States)",,1,,,https://www.imdb.com/title/tt3955246/?ref_=adv_li_tt
Drona,Drama,2020,,,Pramod Chakravarthi,Ravi Kishan,,"March 6, 2020 (India)",,1,,,https://www.imdb.com/title/tt11178862/?ref_=adv_li_tt
"Events Transpiring Before, During, and After a High School Basketball Game",Comedy,2020,,,Ted Stenson,Paul Cowling,"Andrew Phung,Paul Cowling,Jay Morberg","March 20, 2021 (United States)",,3,,,https://www.imdb.com/title/tt9573468/?ref_=adv_li_tt
Brightheart: Let Your Light Shine,"Animation,Family,Fantasy",2020,,,Weifeng Deng,Daisy Hamilton,"Carrie Jo Crosby,Daisy Hamilton,Justine Huxley","January 12, 2021 (United States)",Tricoast Studios,1,,,https://www.imdb.com/title/tt11107978/?ref_=adv_li_tt
Deposit,Drama,2020,,,Tramain Stewart,,"Martin Taz Hopkins,Tim Sherrod,Ketrick 'Jazz' Copeland","July 1, 2020 (United Kingdom)",,,,,https://www.imdb.com/title/tt11908874/?ref_=adv_li_tt
Assandira,Drama,2020,,,Salvatore Mereu,,"Corrado Giannetti,Timo Jacobs,Anna König","September 9, 2020 (Italy)",Ministero dei Beni e delle Attività Culturali e del Turismo (MiBACT),1,,,https://www.imdb.com/title/tt12792400/?ref_=adv_li_tt
Furrr Chidiya Udd,Comedy,2020,,,Manoj Sharma,,"Rajpal Naurang Yadav,Shakti Kapoor,Vrajesh Hirjee",January 2020 (India),,,,,https://www.imdb.com/title/tt10662184/?ref_=adv_li_tt
Awasaan,Drama,2020,,,Rajat Kumar Chaturvedi,,"Arjun Chakrabarty,Trishala Idnani,Sarvagya Jain","January 17, 2020 (India)",,7,,,https://www.imdb.com/title/tt14145240/?ref_=adv_li_tt
Millennial Killer,Horror,2020,,,Sam Mason-Bell,,"Alice Mulholland,Simon Berry,Rishky Patel","April 28, 2020 (Canada)",,6,,,https://www.imdb.com/title/tt8090624/?ref_=adv_li_tt
Mounam,Family,2020,,,Raj Pandith,Kempegowda,,"February 21, 2020 (India)",,6,,,https://www.imdb.com/title/tt11613184/?ref_=adv_li_tt
Valid,"Comedy,Drama",2020,,,Villa Mane,,"Kay Linx,Brittany Lynn,Villa Mane","March 31, 2020 (United States)",,,,,https://www.imdb.com/title/tt12748138/?ref_=adv_li_tt
Five Nights at Freddy's 2: The Enormity,Horror,2020,,,Chris Juarez,,"Admir Asani,Arben Asani,Natalia Bater","October 23, 2020 (United States)",,1,,,https://www.imdb.com/title/tt12615204/?ref_=adv_li_tt
Spencer,"Drama,Romance",2020,,,Martyn Park,"Adam Noviello,Tom Handley","Adam Noviello,Tom Handley,Natasha Maymon","March 4, 2020 (Australia)",,2,,,https://www.imdb.com/title/tt8933086/?ref_=adv_li_tt
The Mother Eagle (Le Sang du pélican),Biography,2020,,,Denis Boivin,,"Karen Elkin,Louis Carrière,Karl-Patrice Dupuis","October 5, 2020 (Canada)",,2,,,https://www.imdb.com/title/tt13222128/?ref_=adv_li_tt
The Fashion Lover,Drama,2020,,,Marco Pollini,,"Pino Ammendola,Francesco Desogus,Giampaolo Loddo","February 10, 2020 (Italy)",,1,,,https://www.imdb.com/title/tt6156272/?ref_=adv_li_tt
Goud,Drama,2020,,,Rogier Hesp,,"David Wristers,Loes Haverkort,Marcel Hensema","January 27, 2020 (Netherlands)",,6,,,https://www.imdb.com/title/tt8014860/?ref_=adv_li_tt
Para toda la muerte,"Adventure,Comedy",2020,,,Alfonso Sánchez,Estefanía de los Santos,"María Cabrera,Estefanía de los Santos,Mila Fernández","January 31, 2020 (Spain)",Junta de Andalucía,2,,,https://www.imdb.com/title/tt9804514/?ref_=adv_li_tt
WingMan,Comedy,2020,,,Rick Smiciklas,,"Mitch Wolfe,Rinaldo Jara,Goran Kalezic","June 16, 2020 (Canada)",,31,,,https://www.imdb.com/title/tt12490392/?ref_=adv_li_tt
Super Mario Bros. Z 4K,"Animation,Action,Adventure",2020,,,Alen Alic,,"Scott Burns,Andrew Chandler,Dameon Clarke","March 7, 2020 (United States)",,,,,https://www.imdb.com/title/tt12064860/?ref_=adv_li_tt
Maverick Theater's Santa Claus Conquers the Martians,Comedy,2020,,,Brian Newell,,"Robert Dean Nunez,Nathan Makaryk,Nick Emmett McGee","December 25, 2020 (United States)",,,,,https://www.imdb.com/title/tt13696028/?ref_=adv_li_tt
Killer Bee Invasion,"Action,Horror",2020,,,Song Liu,,"Diego Dati,Warwick Gilles,Yu Xin-yan","April 1, 2020 (China)",,1,,,https://www.imdb.com/title/tt12302378/?ref_=adv_li_tt
Il n'y a pas de faux métier,"Comedy,Drama",2020,,,Olivier Godin,,"Leslie Mavangui,Tatiana Zinga Botao,François-Simon Poirier","October 7, 2020 (Canada)",,,,,https://www.imdb.com/title/tt13199096/?ref_=adv_li_tt
I Am the Prize,Comedy,2020,,,Oliver Purches,,"Kate Speak,Paul Holbrook,Nick Rutherford","April 10, 2020 (United Kingdom)",,1,,,https://www.imdb.com/title/tt5215666/?ref_=adv_li_tt
Love & Coffee,,2020,,,Jonathan Milton,April Melody Rox Dillard,"Allana De'Nai,April Melody Rox Dillard,Omar Gooding","December 15, 2020 (United States)",,,,,https://www.imdb.com/title/tt13028752/?ref_=adv_li_tt
Walk Through the Bible,,2020,,,David Love,,,July 2020 (United States),,,,,https://www.imdb.com/title/tt5481026/?ref_=adv_li_tt
Denting Kematian,"Horror,Mystery,Thriller",2020,TV-MA,1h 26m,Rudy Soedjarwo,,"Brisia Jodie,Rangga Azof,Ayu Dyah Pasha","October 30, 2020 (Indonesia)",,,,,https://www.imdb.com/title/tt13150634/?ref_=adv_li_tt
Trop d'amour,"Comedy,Drama",2020,,,Frankie Wallach,,"Patrick Wallach,Julia Wallach,Frankie Wallach","October 18, 2020 (France)",,1,,,https://www.imdb.com/title/tt13150550/?ref_=adv_li_tt
My Senior Year,"Comedy,Drama,Romance",2020,,,Joe Carlini,Samantha Luskey,"Perry Chicos,Samantha Luskey,Don Peterson","March 13, 2020 (United States)",,29,,,https://www.imdb.com/title/tt3037588/?ref_=adv_li_tt
DUSTWUN,Drama,2020,,,Genevieve Anderson,,"Shane Dean,Crystal Hernandez,Andy Martinez Jr.",June 2020 (United States),,1,,,https://www.imdb.com/title/tt8779424/?ref_=adv_li_tt
Beg for Life,Drama,2020,,,Suvendu Das,,"Roni Biswal,Sneha Biswas,Biswajit Chakraborty","December 25, 2020 (India)",,,,,https://www.imdb.com/title/tt10831958/?ref_=adv_li_tt
Time Up,"Drama,Fantasy,Music",2020,,,Manu Parthepan,Manu Parthepan,"Abhishek,Manu Parthepan,Motta Rajendran","December 25, 2020 (India)",,1,,,https://www.imdb.com/title/tt11772718/?ref_=adv_li_tt
French Blood 1 - Mr. Pig,Horror,2020,,,Rodolphe Bonnet,,"Emmanuel Bonami,Leslie Carles,Sophie Chamoux","March 13, 2020 (France)",,,,,https://www.imdb.com/title/tt13612648/?ref_=adv_li_tt
What About the Box?,Mystery,2020,,,Daniel Brabow,,"Jared Wilkinson,Cristian Balan,Kevin Reich","February 2, 2020 (United States)",,,,,https://www.imdb.com/title/tt11723716/?ref_=adv_li_tt
Another Day Closer to the Sun,"Drama,Sci-Fi",2020,Not Rated,1h 5m,Cole McCormack,,"Cole McCormack,Joseph Loeffler-Bell,Jamie Schenk","October 23, 2020 (United States)",,,,,https://www.imdb.com/title/tt12537572/?ref_=adv_li_tt
All the Things We Never Said,Drama,2020,,,Yûya Ishii,,"Taiga Nakano,Ryûya Wakaba,Subaru Andô","May 1, 2020 (Japan)",Hong Kong International Film Festival Society Limited,4,,,https://www.imdb.com/title/tt11981880/?ref_=adv_li_tt
Galtha,Drama,2020,,,Hari Uthra,Divya Elumalai,,"February 28, 2020 (India)",,3,,,https://www.imdb.com/title/tt11859476/?ref_=adv_li_tt
Hell Bank Presents: Running Ghost,"Comedy,Fantasy,Romance",2020,,,Mark Lee,,,"October 8, 2020 (Hong Kong)",,2,,,https://www.imdb.com/title/tt14280078/?ref_=adv_li_tt
Contar el amor,Drama,2020,,,Raúl Fuentes,,"Michele Abascal,Luna Balvanera,Michelle Betancourt","January 10, 2020 (Mexico)",,,,,https://www.imdb.com/title/tt10643350/?ref_=adv_li_tt
The Prayer List,Drama,2020,,,Stevie Fernandez,"Mark Sherwood,Kelsey LaCourse","Mark Sherwood,Kelsey LaCourse,Svetlana Simmons","November 28, 2020 (United States)",,6,,,https://www.imdb.com/title/tt13155900/?ref_=adv_li_tt
Too Much Movie,Thriller,2020,,,Saleem Murad,,"Arbaaz Khan,Asif Khan,Jahangir Khan",January 2020 (Pakistan),,,,,https://www.imdb.com/title/tt11107528/?ref_=adv_li_tt
Mr. Miao,"Animation,Adventure,Fantasy",2020,,,Lingxiao Li,,,"July 31, 2020 (China)",,1,,,https://www.imdb.com/title/tt11482244/?ref_=adv_li_tt
Suarez: The Healing Priest,Drama,2020,,,Joven Tan,,"Gina Pareño,Jindric Macapagal,Marlo Mortel","December 25, 2020 (Philippines)",,,,,https://www.imdb.com/title/tt13723386/?ref_=adv_li_tt
Pikasu,Horror,2020,,,Suhir Ponncchamy,,"Kashish Priyana Pandey,Mohan Pondi,Suhir Ponncchamy","January 17, 2020 (United States)",,1,,,https://www.imdb.com/title/tt11341300/?ref_=adv_li_tt
Daytime Nightmare,Thriller,2020,,,Katrina Grey,,"Ron Smoorenburg,Katrina Grey,John Flano",2021 (United Kingdom),,2,,,https://www.imdb.com/title/tt8033250/?ref_=adv_li_tt
To Protect & Serve,Horror,2020,,,Mike Winkler,,"Mike Winkler,Martin Houston,Jason Gorze","March 27, 2020 (United States)",,,,,https://www.imdb.com/title/tt6668656/?ref_=adv_li_tt
Mita Dances,Drama,2020,,,Toshimitsu Iizuka,Nana Komaki,"Konatsu Kato,Nana Komaki,Kokoro Morita","March 7, 2020 (Japan)",,,,,https://www.imdb.com/title/tt11595680/?ref_=adv_li_tt
Christmas Zombies,"Action,Comedy,Horror",2020,,,Ashley Hays Wright,,"Ashley Hays Wright,David Owen Wright,Cadence Wright","October 15, 2020 (United States)",,8,,,https://www.imdb.com/title/tt12906940/?ref_=adv_li_tt
Ilhaq,"Drama,War",2020,,,Jahongir Ahmedov,,"Dilorom Karimova,Dilrabo Mirzaeva,Fotih Nasimov","May 9, 2020 (Uzbekistan)",,,,,https://www.imdb.com/title/tt15478476/?ref_=adv_li_tt
White Demise,"Drama,Fantasy",2020,,,Daeil Kim,,"Kelly Macdougall,Lawrence Sams,John Spencer","June 22, 2021 (United States)",,1,,,https://www.imdb.com/title/tt12137660/?ref_=adv_li_tt
Jim Shoe,"Comedy,Drama",2020,,,Pete Sutton,,"Patrick Agada,Daryl Anisfeld,Denzell Armon","April 24, 2020 (United States)",,,,,https://www.imdb.com/title/tt4301502/?ref_=adv_li_tt
Children of Mud,"Drama,Family",2020,,,Imoh Umoren,,"Matilda Obaseki,Liz Benson,Mariam Kayode","October 1, 2020 (United States)",,,,,https://www.imdb.com/title/tt7845872/?ref_=adv_li_tt
Strangeville,Sci-Fi,2020,,,Stephen Osborne,,"David Cook,Vito Leo,Zarlia Chisholm",2020 (Australia),,,,,https://www.imdb.com/title/tt11865992/?ref_=adv_li_tt
Kingdom Men,Drama,2020,,,Nakia T Hamilton,Josiah Bennetone,"Asklee Beeman,Josiah Bennetone,Gerrell Boney","March 20, 2020 (United States)",,,,,https://www.imdb.com/title/tt12013774/?ref_=adv_li_tt
Silencer,Drama,2020,,,Priyanandanan,"Vaishakan,Irshad","Sneha Divakaran,Irshad,Lal","January 24, 2020 (India)",,2,,,https://www.imdb.com/title/tt11651604/?ref_=adv_li_tt
Wedding Partner,"Comedy,Drama",2020,,,Iip Sariful Hanan,,"Prisia Nasution,Gading Marten,Kevin Julio","January 30, 2020 (Indonesia)",,3,,,https://www.imdb.com/title/tt11554776/?ref_=adv_li_tt
Augustus,Drama,2020,,,Adam Jumba,,"Jack Alcott,Malik Childs,Billy Costello","January 20, 2020 (United States)",,,,,https://www.imdb.com/title/tt14954698/?ref_=adv_li_tt
Dônika naru hibi,"Animation,Drama,Romance",2020,,,Takuya Satô,,"Fairouz Ai,Kôhei Amasaki,Kana Hanazawa","October 23, 2020 (Japan)",,,,,https://www.imdb.com/title/tt13033818/?ref_=adv_li_tt
A Voyage to Arcturus,"Musical,Sci-Fi",2020,,,Phil Moore,,"Mikayla Burnham,Liam Faulkner-Dimond,Tom Kelly","March 24, 2020 (Australia)",,,,,https://www.imdb.com/title/tt14478234/?ref_=adv_li_tt
Why You Suck at Golf,Comedy,2020,,,Clive Scarff,,"Jonathan Borrill,C.J. Scarff,Annalise Stolzenberg","December 3, 2020 (Canada)",,11,,,https://www.imdb.com/title/tt13575440/?ref_=adv_li_tt
The Bee-eaters,Drama,2020,,,K.T. Bird,Lily Edge,"Matthew Gordon,Lily Edge,Kaine Zajaz","August 31, 2020 (United States)",,4,,,https://www.imdb.com/title/tt9701082/?ref_=adv_li_tt
Roma 96,,2020,,,Andrew Burton,,"Carol Abney,Ksenia Aquino,James Babson","October 23, 2020 (United States)",,,,,https://www.imdb.com/title/tt11273796/?ref_=adv_li_tt
The Garuda Kids,"Adventure,Biography,Comedy",2020,TV-14,2h 9m,Faozan Rizal,,"Tissa Biani Azzahra,Violla Georgie,Ajil Ditto","January 16, 2020 (Indonesia)",,1,,,https://www.imdb.com/title/tt10773028/?ref_=adv_li_tt
The Blue Rose,Drama,2020,,,Tijuana Layne,,"Damien Gulde,Jacob Klick,Tijuana Layne",February 2020 (Canada),,,,,https://www.imdb.com/title/tt10922404/?ref_=adv_li_tt
Jaws WeMake 45th Anniversary Tribute,Thriller,2020,,,Ian Shaw,,,"June 20, 2020 (United States)",,,,,https://www.imdb.com/title/tt18765944/?ref_=adv_li_tt
Asymetria,Crime,2020,,,Konrad Niewolski,,"Mikolaj Roznerski,Paulina Szostak,Marek Molak","November 13, 2020 (Poland)",,,,,https://www.imdb.com/title/tt12988416/?ref_=adv_li_tt
Shororipu 2: Jotugriho,Drama,2020,,,Ayan Chakraborty,,,December 2020 (India),,,,,https://www.imdb.com/title/tt11569836/?ref_=adv_li_tt
Anan,Action,2020,,,Praveen Rana,Athmiya,"Manikandan R. Achari,Athmiya,Indrans","Kerala, India",,,,,https://www.imdb.com/title/tt13072838/?ref_=adv_li_tt
Liminal,,2020,,,Manuela De Laborde,,,2020 (France),,,,,https://www.imdb.com/title/tt14095498/?ref_=adv_li_tt
Kaaal,Horror,2020,,,D. Sandeep,Vaibhavi Chavan,"Shreyas Behere,Vaibhavi Chavan,Satish Gejage","January 31, 2020 (India)",,23,,,https://www.imdb.com/title/tt11542194/?ref_=adv_li_tt
Danger Diva,"Action,Sci-Fi,Thriller",2020,,,Robert McGinley,Mike Dooly,"Tim Gouran,Mike Dooly,K. Brian Neel","January 31, 2022 (United States)",,1,,,https://www.imdb.com/title/tt4878184/?ref_=adv_li_tt
Estanislao,Drama,2020,,,Alejandro Guzmán Alvarez,Raúl Briones,"Fernando Bonilla,Raúl Briones,José Concepción Macías","November 23, 2020 (Estonia)",,2,,,https://www.imdb.com/title/tt9566084/?ref_=adv_li_tt
A Familiar Lie,Drama,2020,,,Andre Roberson,,"Anthony Bell Jr.,Jay Uno Bellamy,Cameron","March 1, 2020 (United States)",,3,,,https://www.imdb.com/title/tt11685344/?ref_=adv_li_tt
Underdog: Part Two,"Drama,Sport",2020,,,Masaharu Take,,"Ryô Katsuji,Takumi Kitamura,Mirai Moriyama","October 31, 2020 (Japan)",,1,,,https://www.imdb.com/title/tt14051624/?ref_=adv_li_tt
Feaster Sunday,Thriller,2020,,,Brian Papandrea,,"Allison Maier,Brian Papandrea,Patrick L. Dear","October 16, 2020 (United States)",,3,,,https://www.imdb.com/title/tt14015144/?ref_=adv_li_tt
Walden,Sci-Fi,2020,,,Bojena Horackova,,"Ina Marija Bartaité,Laurynas Jurgelis,Fabienne Babe","September 7, 2022 (France)",Tremora,1,,,https://www.imdb.com/title/tt5024672/?ref_=adv_li_tt
Necroland,"Animation,Action,Horror",2020,,,Tony Semanik,,,"June 1, 2020 (United States)",,,,,https://www.imdb.com/title/tt3518152/?ref_=adv_li_tt
Lui è mio padre,Drama,2020,,,Roberto Gasparro,,"Gianni Parisi,Tony Sperandeo,Giacomo Rizzo","August 9, 2020 (Italy)",,,,,https://www.imdb.com/title/tt12876096/?ref_=adv_li_tt
Kuttiyappanum Daivadhootharum,Drama,2020,,,Gokul Hariharan,"Venkitesh Venki,Lal Jose","Arun Gopan,Lal Jose,Dhanil Krishna","January 3, 2020 (India)",,,,,https://www.imdb.com/title/tt11541474/?ref_=adv_li_tt
Humraz: Cin Tarikati,Horror,2020,,,Tayfun Can Demirtas,,"Bahar Günal,Muhittin Gündesli,Enver Kurucan","February 7, 2020 (Turkey)",,1,,,https://www.imdb.com/title/tt11428972/?ref_=adv_li_tt
Quiet Murders,"Action,Comedy,Crime",2020,,,Michael Fredianelli,Steve Tanabe,"Robert Paine,Steve Tanabe,Michael Fredianelli","February 17, 2020 (United States)",,1,,,https://www.imdb.com/title/tt11589646/?ref_=adv_li_tt
The 13th Cross,Thriller,2020,,,Joseph DeGolyer,,"Eric Wood,Chelsea Jurkiewicz,Melanie Browning","July 31, 2020 (United States)",,1,,,https://www.imdb.com/title/tt9567472/?ref_=adv_li_tt
Midnight Sun,"Drama,Music",2020,,,Shobair Shirazi,,"Sonbol Azami,Arman Darvish,Shahab Hosseini","April 7, 2022 (Iran)",,1,,,https://www.imdb.com/title/tt6244938/?ref_=adv_li_tt
Beginning,Drama,2020,,,Razvan Savescu,,"Ionut Achivoaie,Elias Ferkin,Ioana Flora","February 18, 2021 (Romania)",,1,,,https://www.imdb.com/title/tt12235250/?ref_=adv_li_tt
Orphea,"Drama,Fantasy,Music",2020,,,Khavn,"Alexander Kluge,Khavn,Ian Madrigal","Lilith Stangenberg,Ian Madrigal","July 22, 2021 (Germany)",,10,,,https://www.imdb.com/title/tt11771882/?ref_=adv_li_tt
The Movie of Survival: Human body and Deep sea,"Animation,Adventure,Sci-Fi",2020,,,Mitsuru Nasukawa,,,"July 31, 2020 (Japan)",,,,,https://www.imdb.com/title/tt21301954/?ref_=adv_li_tt
